评分,评论内容,评论时间,商品规格,清洗后评论,分词后评论,来源文件
1,发货速度快，手机老人用挺好,2026年2月12日,"{'机身颜色': '星辉白', '存储容量': '6GB+128GB'}",发货速度快手机老人用挺好,发货 速度 手机 老人,商品8.csv
1,好评，送货速度太快了，昨天订，今天到。,2026年2月12日,"{'机身颜色': '子夜黑', '存储容量': '12GB+256GB'}",好评送货速度太快了昨天订今天到,好评 送货 速度 太快 昨天 今天,商品8.csv
1,到货好快啊！真好,2026年1月7日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",到货好快啊真好,到货,商品8.csv
1,手机用起来很流畅，音质很好，手感流畅，运行流畅,2026年1月7日,"{'机身颜色': '子夜黑', '存储容量': '8GB+256GB'}",手机用起来很流畅音质很好手感流畅运行流畅,手机 起来 流畅 音质 手感 流畅 运行 流畅,商品8.csv
1,物美价廉，适合老人家使用,2026年1月7日,"{'机身颜色': '车厘子红', '存储容量': '8GB+256GB'}",物美价廉适合老人家使用,物美价廉 适合 老人家 使用,商品8.csv
1,是我喜欢的的款式，发货也相当快。。。,2025年12月28日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",是我喜欢的的款式发货也相当快,喜欢 款式 发货 相当,商品8.csv
1,发货速度相当快，款式也非常喜欢。,2025年12月28日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",发货速度相当快款式也非常喜欢,发货 速度 相当 款式 非常 喜欢,商品8.csv
1,宝贝拿到手上很不错，现在刚拿来试用，后期的话再看看，若是好的话，我可以再多推荐几个朋友来买,2025年12月20日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",宝贝拿到手上很不错现在刚拿来试用后期的话再看看若是好的话我可以再多推荐几个朋友来买,宝贝 拿到 手上 不错 现在 拿来 试用 后期 的话 看看 的话 可以 推荐 几个 朋友,商品8.csv
1,外观设计大方精致，颜色好看，性能稳定性好，连接速度快，音质清晰流畅很满意,2026年1月5日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",外观设计大方精致颜色好看性能稳定性好连接速度快音质清晰流畅很满意,外观设计 大方 精致 颜色 好看 性能 稳定性 连接 速度 音质 清晰 流畅 满意,商品8.csv
1,手机很好用，价格叠劵也很实惠。,2026年1月5日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",手机很好用价格叠劵也很实惠,手机 价格 实惠,商品8.csv
1,收到货了，先用着看看吧！比较满意的一次购物。,2026年1月5日,"{'机身颜色': '车厘子红', '存储容量': '8GB+128GB'}",收到货了先用着看看吧比较满意的一次购物,收到 先用 看看 比较满意 一次 购物,商品8.csv
1,用了一周很稳定，挺放心的。,2026年2月7日,"{'机身颜色': '天青蓝', '存储容量': '6GB+128GB'}",用了一周很稳定挺放心的,一周 稳定 放心,商品8.csv
1,收到并试用了，还可以，就是自带app多了些，给妈妈买的，她说还可以,2026年1月17日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",收到并试用了还可以就是自带多了些给妈妈买的她说还可以,收到 试用 可以 就是 自带 妈妈 可以,商品8.csv
1,用着很顺手，操作流畅。,2026年2月5日,"{'机身颜色': '子夜黑', '存储容量': '6GB+128GB'}",用着很顺手操作流畅,顺手 操作 流畅,商品8.csv
1,好用，反应快，信号稳定，客服态度很好,2026年1月15日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",好用反应快信号稳定客服态度很好,好用 反应 信号 稳定 客服 态度,商品8.csv
1,双卡双待，备用机够用了。。。。,2026年1月15日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",双卡双待备用机够用了,双卡 双待 备用机 够用,商品8.csv
1,手机质量不错了，叔叔和阿姨很喜欢，可以设置大字体,2026年1月2日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",手机质量不错了叔叔和阿姨很喜欢可以设置大字体,手机 质量 不错 叔叔 阿姨 喜欢 可以 设置 大字体,商品8.csv
1,隔一天就拿到了，速度真快啊，赶在元旦刚刚好，送给老人用，非常有性价比,2026年1月2日,"{'机身颜色': '子夜黑', '存储容量': '8GB+256GB'}",隔一天就拿到了速度真快啊赶在元旦刚刚好送给老人用非常有性价比,一天 拿到 速度 真快 元旦 刚刚 送给 老人 非常 性价比,商品8.csv
1,非常好非常的值得购买大力推荐了,2026年1月14日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",非常好非常的值得购买大力推荐了,非常 非常 值得 购买 大力 推荐,商品8.csv
1,好看，运行流畅。,2026年1月14日,"{'机身颜色': '车厘子红', '存储容量': '8GB+128GB'}",好看运行流畅,好看 运行 流畅,商品8.csv
1,性价比挺高的，有质感，不错！,2026年1月31日,"{'机身颜色': '星辉白', '存储容量': '6GB+128GB'}",性价比挺高的有质感不错,性价比 质感 不错,商品8.csv
1,手机很流畅，家里老人用很合适好看,2026年1月31日,"{'机身颜色': '星辉白', '存储容量': '6GB+128GB'}",手机很流畅家里老人用很合适好看,手机 流畅 家里 老人 合适 好看,商品8.csv
1,宝贝收到啦，实物真的好看，价格非常实惠，强烈推荐这款，超级喜欢,2025年12月23日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",宝贝收到啦实物真的好看价格非常实惠强烈推荐这款超级喜欢,宝贝 收到 实物 真的 好看 价格 非常 实惠 强烈推荐 超级 喜欢,商品8.csv
1,质量可以 给老人用挺好的，很满意,2026年1月1日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",质量可以 给老人用挺好的很满意,质量 可以 老人 满意,商品8.csv
1,通信音质：很好，不卡好用,2025年12月31日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",通信音质很好不卡好用,通信 音质 不卡好,商品8.csv
1,速度快，功能多，性价比高,2025年12月31日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",速度快功能多性价比高,速度 功能 性价比,商品8.csv
1,服务态度很不错，发货也快到手机使用感很好,2025年12月22日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",服务态度很不错发货也快到手机使用感很好,服务态度 不错 发货 手机 使用,商品8.csv
1,很流畅，没想到这个价位的手机质量也这么好,2026年1月28日,"{'机身颜色': '车厘子红', '存储容量': '8GB+256GB'}",很流畅没想到这个价位的手机质量也这么好,流畅 没想到 这个 价位 手机 质量 这么,商品8.csv
1,性价比很高，值得买,2025年12月30日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",性价比很高值得买,性价比 值得,商品8.csv
1,感谢雷军感谢小米  离了你谁还把我当小孩😭😭😭😭   八百块就让我用到这么好的手机    真的很开心  谢谢谢谢谢谢  祝小米越来越好  支持国产 ,2026年1月27日,"{'机身颜色': '星辉白', '存储容量': '6GB+128GB'}",感谢雷军感谢小米  离了你谁还把我当小孩   八百块就让我用到这么好的手机    真的很开心  谢谢谢谢谢谢  祝小米越来越好  支持国产,感谢 雷军 感谢 小米 小孩 八百块 就让 用到 这么 手机 真的 开心 谢谢 谢谢 谢谢 小米 越来越 支持 国产,商品8.csv
1,质量可以，拍照清晰，轻便易携。,2026年1月26日,"{'机身颜色': '车厘子红', '存储容量': '8GB+128GB'}",质量可以拍照清晰轻便易携,质量 可以 拍照 清晰 轻便,商品8.csv
1,成为客户理想的最佳合作伙伴,2026年1月26日,"{'机身颜色': '天青蓝', '存储容量': '6GB+128GB'}",成为客户理想的最佳合作伙伴,成为 客户 理想 最佳 合作伙伴,商品8.csv
1, 手机是全新的，发货速度还是挺快的。,2025年12月29日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",手机是全新的发货速度还是挺快的,手机 全新 发货 速度 还是 挺快,商品8.csv
1,通信效果不错，声音清晰洪亮，价格实惠，质量真的不错,2025年12月29日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",通信效果不错声音清晰洪亮价格实惠质量真的不错,通信 效果 不错 声音 清晰 洪亮 价格 实惠 质量 真的 不错,商品8.csv
1,挺好，适合父辈用，电池大续航能力强，功能齐全，性价比高,2025年12月29日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",挺好适合父辈用电池大续航能力强功能齐全性价比高,适合 父辈 电池 续航 能力 功能齐全 性价比,商品8.csv
1,颜值超高啊，爱了爱了❤️国产机现在是越做越好了。,2025年12月13日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",颜值超高啊爱了爱了国产机现在是越做越好了,颜值 超高 国产机 现在 越做越,商品8.csv
1,机性价比高性能很好拍照前期你,2026年1月25日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",机性价比高性能很好拍照前期你,性价比 高性能 拍照 前期,商品8.csv
1,用来做备用机，挺好用的,2026年1月25日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",用来做备用机挺好用的,用来 备用机 挺好用,商品8.csv
1,质量很好，支持小米。,2026年3月4日,"{'机身颜色': '星辉白', '存储容量': '6GB+128GB'}",质量很好支持小米,质量 支持 小米,商品8.csv
1,用起来挺好的😄,2026年3月2日,"{'机身颜色': '子夜黑', '存储容量': '6GB+128GB'}",用起来挺好的,起来,商品8.csv
1,手机效果不错，父母使用起来说很流畅，快递发货也很快，音质也很好，手机拿到完好无损,2025年12月28日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",手机效果不错父母使用起来说很流畅快递发货也很快音质也很好手机拿到完好无损,手机 效果 不错 父母 使用 起来 流畅 快递 发货 很快 音质 手机 拿到 完好无损,商品8.csv
1,系统流畅，颜值高，性价比高。。。,2026年1月8日,"{'机身颜色': '天青蓝', '存储容量': '12GB+256GB'}",系统流畅颜值高性价比高,系统 流畅 颜值 高性价比,商品8.csv
1,非常不错，优惠力度也可以，最可惜的是云南没有国补，要不然更便宜,2026年2月26日,"{'机身颜色': '子夜黑', '存储容量': '6GB+128GB'}",非常不错优惠力度也可以最可惜的是云南没有国补要不然更便宜,非常 不错 优惠 力度 可以 可惜 云南 没有 国补 要不然 便宜,商品8.csv
1,手机可以，物流速度,2026年2月26日,"{'机身颜色': '子夜黑', '存储容量': '8GB+256GB'}",手机可以物流速度,手机 可以 物流 速度,商品8.csv
1, 活动买的，发货速挺快，款式喜欢。。。,2025年12月19日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",活动买的发货速挺快款式喜欢,活动 发货 挺快 款式 喜欢,商品8.csv
1,非常好用，学生用性价比高，,2026年1月23日,"{'机身颜色': '天青蓝', '存储容量': '6GB+128GB'}",非常好用学生用性价比高,非常 好用 学生 性价比,商品8.csv
1,很漂亮，也很轻盈,2026年2月24日,"{'机身颜色': '星辉白', '存储容量': '6GB+128GB'}",很漂亮也很轻盈,很漂亮 轻盈,商品8.csv
1,新手机都可以，就是不知道用多长时间就会卡。,2026年2月23日,"{'机身颜色': '子夜黑', '存储容量': '6GB+128GB'}",新手机都可以就是不知道用多长时间就会卡,新手机 可以 就是 知道 多长时间,商品8.csv
1,从小米问世以来一直用，后来有红米就给小朋友和老人用😆😆😆不错,2026年2月23日,"{'机身颜色': '星辉白', '存储容量': '6GB+128GB'}",从小米问世以来一直用后来有红米就给小朋友和老人用不错,从小 问世 以来 一直 后来 有红米 小朋友 老人 不错,商品8.csv
1,手机很不错，很喜欢，推荐推荐,2026年1月7日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",手机很不错很喜欢推荐推荐,手机 不错 喜欢 推荐 推荐,商品8.csv
1,给妈妈买的，物美价廉，小米手机一如既往的性价比之王！感谢雷总,2026年2月22日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",给妈妈买的物美价廉小米手机一如既往的性价比之王感谢雷总,妈妈 物美价廉 小米 手机 一如既往 性价比 之王 感谢 雷总,商品8.csv
1,发货速度很快，买来当备用机的,2026年1月22日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",发货速度很快买来当备用机的,发货 速度 很快 买来 备用机,商品8.csv
1,给妈妈买的，家里老人的手机已经陆陆续续全部换成了小米，性价比很高！,2026年2月20日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",给妈妈买的家里老人的手机已经陆陆续续全部换成了小米性价比很高,妈妈 家里 老人 手机 已经 陆陆续续 全部 换成 小米 性价比,商品8.csv
1,物流很快，次日就到，手机手感很好，拿在手上很顺手，充电器45瓦，充电速度杠杠的，手机贴好膜了，防刮花的UV膜，到手直接用，可以的！,2025年11月30日,"{'机身颜色': '子夜黑', '存储容量': '12GB+256GB'}",物流很快次日就到手机手感很好拿在手上很顺手充电器瓦充电速度杠杠的手机贴好膜了防刮花的膜到手直接用可以的,物流 很快 次日 手机 手感 拿在手上 顺手 充电器 充电 速度 杠杠 手机 防刮花 到手 直接 可以,商品8.csv
1,给家里人买的，非常好用。,2026年1月6日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",给家里人买的非常好用,家里人 非常 好用,商品8.csv
1,国补优惠力度确实大,2026年1月21日,"{'机身颜色': '子夜黑', '存储容量': '6GB+128GB'}",国补优惠力度确实大,国补 优惠 力度 确实,商品8.csv
1,发货挺快的，手机也挺满意，给老人用,2026年1月21日,"{'机身颜色': '天青蓝', '存储容量': '6GB+128GB'}",发货挺快的手机也挺满意给老人用,发货 挺快 手机 满意 老人,商品8.csv
1,手机收到了，用起来很流畅，大品牌，也放心,2025年12月26日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",手机收到了用起来很流畅大品牌也放心,手机 收到 起来 流畅 品牌 放心,商品8.csv
1,小米依旧好用，没有任何问题这个价位，支持,2025年12月26日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",小米依旧好用没有任何问题这个价位支持,小米 依旧 好用 没有 任何 问题 这个 价位 支持,商品8.csv
1,物流快，包装完好，质量非常好，效果特别满意,2025年12月26日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",物流快包装完好质量非常好效果特别满意,物流 包装 完好 质量 非常 效果 特别 满意,商品8.csv
1,第一次用小米手机总体满意，发货快手机颜值高作工方面还可以，手机流畅度一般值这个价，以后家里有需要还会到这家来买手机。,2025年11月25日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",第一次用小米手机总体满意发货快手机颜值高作工方面还可以手机流畅度一般值这个价以后家里有需要还会到这家来买手机,第一次 小米 手机 总体 满意 发货 手机 颜值 作工 方面 可以 手机 流畅 一般 这个 以后 家里 需要 还会 这家 买手机,商品8.csv
1,给家里老人购买的，有国补很划算！买完几天降价又有价保，挺好的,2026年2月17日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",给家里老人购买的有国补很划算买完几天降价又有价保挺好的,家里 老人 购买 国补 划算 几天 降价 价保,商品8.csv
1,手机还可以的，快递第二天就到了,2026年1月20日,"{'机身颜色': '车厘子红', '存储容量': '8GB+128GB'}",手机还可以的快递第二天就到了,手机 可以 快递 第二天,商品8.csv
1,手机很好用很流畅 是全新的也是正品,2026年1月20日,"{'机身颜色': '星辉白', '存储容量': '6GB+128GB'}",手机很好用很流畅 是全新的也是正品,手机 流畅 全新 正品,商品8.csv
1,非常可以！发货又快，还是发的顺丰，很满意,2025年12月25日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",非常可以发货又快还是发的顺丰很满意,非常 可以 发货 还是 顺丰 满意,商品8.csv
1,手机到了，是正品，发货快满意,2026年1月4日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",手机到了是正品发货快满意,手机 正品 发货 满意,商品8.csv
1,手感很好，用起来挺顺手的。非常满意。,2025年12月16日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",手感很好用起来挺顺手的非常满意,手感 起来 顺手 非常 满意,商品8.csv
1,性价比高，质量很好，,2026年2月12日,"{'机身颜色': '星辉白', '存储容量': '6GB+128GB'}",性价比高质量很好,性价比 高质量,商品8.csv
1,不错，很好的体验,2026年1月3日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",不错很好的体验,不错 体验,商品8.csv
1,物流很快，手机很好用,2026年2月9日,"{'机身颜色': '子夜黑', '存储容量': '6GB+128GB'}",物流很快手机很好用,物流 很快 手机,商品8.csv
1,还行 老人用着还算顺手,2026年1月15日,"{'机身颜色': '子夜黑', '存储容量': '8GB+256GB'}",还行 老人用着还算顺手,老人 顺手,商品8.csv
1,正在使用 作为老人机还行,2026年1月15日,"{'机身颜色': '子夜黑', '存储容量': '8GB+256GB'}",正在使用 作为老人机还行,正在 使用 作为 老人 机还行,商品8.csv
1,手机很完美，客服服务特别好，,2025年12月14日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",手机很完美客服服务特别好,手机 完美 客服 服务 特别,商品8.csv
1,外观很漂亮，款式很喜欢，值得推荐,2025年12月22日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",外观很漂亮款式很喜欢值得推荐,外观 很漂亮 款式 喜欢 值得 推荐,商品8.csv
1,发货非常快，和介绍的一样哦，很满意,2025年12月22日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",发货非常快和介绍的一样哦很满意,发货 非常 介绍 一样 满意,商品8.csv
1,质量好，包装好，物流快。,2026年1月1日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",质量好包装好物流快,质量 包装 物流,商品8.csv
1,非常不错👍👍👍,2026年2月4日,"{'机身颜色': '星辉白', '存储容量': '6GB+128GB'}",非常不错,非常 不错,商品8.csv
1,还不错，挺好的，买了送人的，价格也不贵！,2025年12月31日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",还不错挺好的买了送人的价格也不贵,不错 价格 不贵,商品8.csv
1,通信音质：不错 其他特色：很好 显示效果：好,2025年12月21日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",通信音质不错 其他特色很好 显示效果好,通信 音质 不错 其他 特色 显示 效果,商品8.csv
1,给家里老人用，很好，耐摔，电池大，续航好,2025年12月13日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",给家里老人用很好耐摔电池大续航好,家里 老人 电池 续航,商品8.csv
1,好用，适合给长辈买。,2026年2月3日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",好用适合给长辈买,好用 适合 长辈,商品8.csv
1,小米手机很好，不卡顿，运行很快，挺满意的,2025年12月30日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",小米手机很好不卡顿运行很快挺满意的,小米 手机 不卡顿 运行 很快 满意,商品8.csv
1,价廉物美，挺好！,2026年1月12日,"{'机身颜色': '星辉白', '存储容量': '6GB+128GB'}",价廉物美挺好,价廉物美,商品8.csv
1,好评，不错！,2026年1月12日,"{'机身颜色': '车厘子红', '存储容量': '12GB+256GB'}",好评不错,好评 不错,商品8.csv
1,就是老年人不会导入，拿到小米店里面还给了30块钱,2026年2月1日,"{'机身颜色': '子夜黑', '存储容量': '6GB+128GB'}",就是老年人不会导入拿到小米店里面还给了块钱,就是 老年人 不会 导入 拿到 小米 里面 还给 块钱,商品8.csv
1,手机挺好的，机身薄，电量掉的也慢，也不卡。就是用惯了小尺寸的，换这个大屏的有点握不过来的感觉，拿起来不太得劲儿。还不如厚一点尺寸小好。,2025年11月10日,"{'机身颜色': '天青蓝', '存储容量': '8GB+256GB'}",手机挺好的机身薄电量掉的也慢也不卡就是用惯了小尺寸的换这个大屏的有点握不过来的感觉拿起来不太得劲儿还不如厚一点尺寸小好,手机 机身 电量 不卡 就是 用惯 尺寸 这个 大屏 有点 过来 感觉 起来 不太得 劲儿 不如 一点 尺寸 小好,商品8.csv
1,是全新的手机。没激活的，没拆封,2025年12月29日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",是全新的手机没激活的没拆封,全新 手机 激活 拆封,商品8.csv
1,很不错的手机，给员工买的，颜值高,2025年12月18日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",很不错的手机给员工买的颜值高,不错 手机 员工 颜值,商品8.csv
1,满意，好用,2026年1月27日,"{'机身颜色': '天青蓝', '存储容量': '6GB+128GB'}",满意好用,满意 好用,商品8.csv
1,内存非常的大，运行快，好用，便宜，很满意,2026年1月8日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",内存非常的大运行快好用便宜很满意,内存 非常 运行 便宜 满意,商品8.csv
1,领了国补，价格实惠，一直用小米，相信这个品牌。 ,2026年1月26日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",领了国补价格实惠一直用小米相信这个品牌,领了 国补 价格 实惠 一直 小米 相信 这个 品牌,商品8.csv
1,送人了，喜欢就买，这款手机很实惠,2025年12月26日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",送人了喜欢就买这款手机很实惠,送人 喜欢 这款 手机 实惠,商品8.csv
1,不错👍！速度杠杠的,2026年1月7日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",不错速度杠杠的,不错 速度 杠杠,商品8.csv
1,很喜欢这款手机，物流也很快，值得购买,2025年12月16日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",很喜欢这款手机物流也很快值得购买,喜欢 手机 物流 很快 值得 购买,商品8.csv
1,用起来很顺畅，值得推荐，价格也实在,2025年12月16日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",用起来很顺畅值得推荐价格也实在,起来 顺畅 值得 推荐 价格 实在,商品8.csv
1,通信音质：还可以,2026年1月24日,"{'机身颜色': '星辉白', '存储容量': '6GB+128GB'}",通信音质还可以,通信 音质 可以,商品8.csv
1,东西很完整，好用,2026年1月4日,"{'机身颜色': '子夜黑', '存储容量': '8GB+256GB'}",东西很完整好用,东西 完整 好用,商品8.csv
1,性价比高，推荐购买,2026年1月4日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",性价比高推荐购买,性价比 推荐 购买,商品8.csv
1,还是不错的，可以可以,2026年1月21日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",还是不错的可以可以,还是 不错 可以 可以,商品8.csv
1,好用，价格实惠，推荐购买,2026年3月5日,"{'机身颜色': '星辉白', '存储容量': '6GB+128GB'}",好用价格实惠推荐购买,好用 价格 实惠 推荐 购买,商品8.csv
1,买给老妈用的很不错，价格实惠很适合老年人,2026年3月5日,"{'机身颜色': '车厘子红', '存储容量': '8GB+256GB'}",买给老妈用的很不错价格实惠很适合老年人,老妈 不错 价格 实惠 适合 老年人,商品8.csv
1,性价比特别高，买给妈**，非常好,2026年3月3日,"{'机身颜色': '星辉白', '存储容量': '6GB+128GB'}",性价比特别高买给妈非常好,性价比 特别 高买 非常,商品8.csv
1,质量不错，是正品，物美价廉,2025年12月23日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",质量不错是正品物美价廉,质量 不错 正品 物美价廉,商品8.csv
1,手机运行速度快，发货快，赞一个,2025年12月23日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",手机运行速度快发货快赞一个,手机 运行 速度 发货 快赞 一个,商品8.csv
1,还行，双十一买的，给家里老人用，基本功能都挺好。,2025年11月25日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",还行双十一买的给家里老人用基本功能都挺好,双十 一买 家里 老人 基本功能,商品8.csv
1,确实挺高的，物有所值。,2026年2月28日,"{'机身颜色': '星辉白', '存储容量': '12GB+256GB'}",确实挺高的物有所值,确实 物有所值,商品8.csv
1,小米手机外表美观好看，很不错的,2026年1月3日,"{'机身颜色': '车厘子红', '存储容量': '8GB+128GB'}",小米手机外表美观好看很不错的,小米 手机 外表 美观 好看 不错,商品8.csv
1,确实很实惠，性价比高。,2026年2月22日,"{'机身颜色': '子夜黑', '存储容量': '6GB+128GB'}",确实很实惠性价比高,确实 实惠 性价比,商品8.csv
1,给家人用挺合适,2026年1月18日,"{'机身颜色': '子夜黑', '存储容量': '6GB+128GB'}",给家人用挺合适,家人 合适,商品8.csv
1,该用户觉得商品还不错,2026年2月20日,"{'机身颜色': '子夜黑', '存储容量': '6GB+128GB'}",该用户觉得商品还不错,用户 觉得 商品 不错,商品8.csv
1,国补手机、质量杠杠、感谢官方、感谢平台、买来送亲戚朋友,2025年12月21日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",国补手机质量杠杠感谢官方感谢平台买来送亲戚朋友,国补 手机 质量 杠杠 感谢 官方 感谢 平台 买来 亲戚朋友,商品8.csv
1,好用，买给家里人用的。,2026年2月15日,"{'机身颜色': '天青蓝', '存储容量': '8GB+256GB'}",好用买给家里人用的,好用 家里人,商品8.csv
1,手机收到了，非常满意，很好用  通信音质：可以  显示效果：可以,2025年12月11日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",手机收到了非常满意很好用  通信音质可以  显示效果可以,手机 收到 非常 满意 通信 音质 可以 显示 效果 可以,商品8.csv
1,买给老人的，很不错，样子很唬人，就是没有注意是曲面屏，希望别摔了。已经好几部了，再摔就诺基亚了,2025年11月10日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",买给老人的很不错样子很唬人就是没有注意是曲面屏希望别摔了已经好几部了再摔就诺基亚了,老人 不错 样子 唬人 就是 没有 注意 曲面 希望 已经 好几部 诺基亚,商品8.csv
1,手机收到了 非常喜欢,2025年12月19日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",手机收到了 非常喜欢,手机 收到 非常 喜欢,商品8.csv
1,送人挺好的，喜庆,2026年1月14日,"{'机身颜色': '车厘子红', '存储容量': '8GB+128GB'}",送人挺好的喜庆,送人 喜庆,商品8.csv
1,客服态度特别好，手机用起来特别丝滑，打游戏也很方便，拍照也不错，很值的一次购买,2025年12月10日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",客服态度特别好手机用起来特别丝滑打游戏也很方便拍照也不错很值的一次购买,客服 态度 特别 手机 起来 特别 丝滑 打游戏 方便 拍照 不错 很值 一次 购买,商品8.csv
1,不错！使用流畅！性价比高！,2025年12月29日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",不错使用流畅性价比高,不错 使用 流畅 性价比,商品8.csv
1,很不错不错，喜欢喜欢，,2026年2月9日,"{'机身颜色': '天青蓝', '存储容量': '6GB+128GB'}",很不错不错喜欢喜欢,不错 不错 喜欢 喜欢,商品8.csv
1,手机颜色好看，清晰流畅，非常满意,2025年12月9日,"{'机身颜色': '天青蓝', '存储容量': '8GB+256GB'}",手机颜色好看清晰流畅非常满意,手机 颜色 好看 清晰 流畅 非常 满意,商品8.csv
1,性价比高，买给家里人，她说手机不错。,2025年12月28日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",性价比高买给家里人她说手机不错,性价比 高买 家里人 手机 不错,商品8.csv
1,手机还行，就是买贵了，换太麻烦，直接用吧,2026年2月6日,"{'机身颜色': '星辉白', '存储容量': '8GB+128GB'}",手机还行就是买贵了换太麻烦直接用吧,手机 就是 买贵 麻烦 直接,商品8.csv
1,好用性价比高不愧是小米,2026年2月4日,"{'机身颜色': '星辉白', '存储容量': '6GB+128GB'}",好用性价比高不愧是小米,好用 性价比 不愧 小米,商品8.csv
1,质量特别好，运行稳定，超级好用,2025年12月16日,"{'机身颜色': '天青蓝', '存储容量': '8GB+128GB'}",质量特别好运行稳定超级好用,质量 特别 运行 稳定 超级 好用,商品8.csv
1,很好的手机，便宜性价比高,2025年12月26日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",很好的手机便宜性价比高,手机 便宜 性价比,商品8.csv
1,机器很好用，买来给家人用性价比很高,2025年12月15日,"{'机身颜色': '子夜黑', '存储容量': '8GB+128GB'}",机器很好用买来给家人用性价比很高,机器 买来 家人 性价比,商品8.csv
1,很喜欢，真的很不错，推荐推荐,2026年1月31日,"{'机身颜色': '星辉白', '存储容量': '6GB+128GB'}",很喜欢真的很不错推荐推荐,喜欢 真的 不错 推荐 推荐,商品8.csv
