评分,评论内容,评论时间,商品规格,清洗后评论,分词后评论,来源文件,情感分值,情感倾向
1,屏幕很润，舒服。 屏幕效果：屏幕清晰，看着很清晰。手机外观设计简约大气，手感舒适，屏幕显示效果非常出色，色彩鲜艳，让人爱不释手。,2025年11月18日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",屏幕很润舒服 屏幕效果屏幕清晰看着很清晰手机外观设计简约大气手感舒适屏幕显示效果非常出色色彩鲜艳让人爱不释手,屏幕 很润 舒服 屏幕 效果 屏幕 清晰 看着 清晰 手机 外观设计 简约 大气 手感 舒适 屏幕显示 效果 非常 出色 色彩鲜艳 爱不释手,商品3.csv,1.0,正向
1,一直用的iQOO系列，非常好用，颜色也好看，好喜欢这次的设计，手感很好，颜色巨好看，喜欢绿色，旷野的颜色，还和香香拍照了哈哈哈哈喜欢😍,2025年11月18日,"{'机身颜色': '旷野', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",一直用的系列非常好用颜色也好看好喜欢这次的设计手感很好颜色巨好看喜欢绿色旷野的颜色还和香香拍照了哈哈哈哈喜欢,一直 系列 非常 好用 颜色 也好 看好 喜欢 这次 设计 手感 颜色 好看 喜欢 绿色 旷野 颜色 香香 拍照 哈哈哈哈 喜欢,商品3.csv,0.9999,正向
1,功能性能都很完美。,2026年1月26日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",功能性能都很完美,功能 性能 完美,商品3.csv,0.9837,正向
1,手机挺好用的，打游戏很舒服,2026年1月26日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",手机挺好用的打游戏很舒服,手机 挺好用 打游戏 舒服,商品3.csv,0.9794,正向
1,又一次买了iqoo，首先外观漂亮手感也不错，系统流畅不卡顿，打开app反应也很快，续航能力也还可以，电池自定义充到90，正常玩手机昨晚8点到现在10点还有55的电量,2025年11月11日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",又一次买了首先外观漂亮手感也不错系统流畅不卡顿打开反应也很快续航能力也还可以电池自定义充到正常玩手机昨晚点到现在点还有的电量,一次 首先 外观 漂亮 手感 不错 系统 流畅 不卡顿 打开 反应 很快 续航 能力 可以 电池 自定义 正常 手机 昨晚 点到 现在 还有 电量,商品3.csv,1.0,正向
1,收到已用了段时间，从包装来说很严实，手机从质感，屏幕，音质，日常用和打游戏来说都很好，赠品也很多很多，还有快递小哥真的直接送到手里，赞！,2025年11月11日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",收到已用了段时间从包装来说很严实手机从质感屏幕音质日常用和打游戏来说都很好赠品也很多很多还有快递小哥真的直接送到手里赞,收到 已用 段时间 包装 来说 严实 手机 质感 屏幕 音质 日常 打游戏 来说 赠品 很多很多 还有 快递 小哥 真的 直接 送到 手里,商品3.csv,0.9996,正向
1,超高的屏幕质量配合流畅的系统，加上非常给力的电池以及拍照等于完美的水桶机。从iqoo monster开始到iqoo 9 pro和 iqoo 15，iqoo 已经陪我走过了很多年的时光，一直觉得非常不错。给家人买的也是iqoo系列。期望以后更好的产品！,2025年11月11日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",超高的屏幕质量配合流畅的系统加上非常给力的电池以及拍照等于完美的水桶机从 开始到  和   已经陪我走过了很多年的时光一直觉得非常不错给家人买的也是系列期望以后更好的产品,超高 屏幕 质量 配合 流畅 系统 加上 非常 给力 电池 以及 拍照 等于 完美 水桶 机从 开始 已经 走过 很多年 时光 一直 觉得 非常 不错 家人 系列 期望 以后 更好 产品,商品3.csv,1.0,正向
1,写个颜色太好看了手感也很好，7000电池妥妥用一天没问题，最长续航28个小时都没充电，而且性能太顶了，打游戏都是满帧流畅运行散热也好不烫手，太顶了,2025年11月11日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",写个颜色太好看了手感也很好电池妥妥用一天没问题最长续航个小时都没充电而且性能太顶了打游戏都是满帧流畅运行散热也好不烫手太顶了,写个 颜色 好看 手感 电池 妥用 一天 问题 最长 续航 小时 充电 而且 性能 太顶 打游戏 流畅 运行 散热 也好 烫手 太顶,商品3.csv,0.9535,正向
1,‌iQOO 15‌采用第五代骁龙8至尊版和自研Q3芯片，安兔兔跑分超230万，支持全场景光线追踪技术，高负载游戏如《原神》帧率稳定且温度控制优秀！,2025年11月11日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",采用第五代骁龙至尊版和自研芯片安兔兔跑分超万支持全场景光线追踪技术高负载游戏如原神帧率稳定且温度控制优秀,采用 第五代 骁龙 至尊版 自研 芯片 安兔 分超 支持 场景 光线 追踪 技术 负载 游戏 如原 稳定 温度控制 优秀,商品3.csv,1.0,正向
1,官网正品，相当不错的机器，一个老的酷客，用了好几年的爱酷旗舰手机，现在都成铁粉了🤣，品质一如既往的好，做工和手感一流，系统流畅好用，售后服务非常到位，这次的15一首发又是立马就买了，迫不及待，还赠送了好多配件，希望vivo越来越好，也希望爱酷越来越完美！期待为消费者带来更多更好的产品！ Vivo加油！爱酷加油！永远支持！💪💪💪,2025年11月14日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",官网正品相当不错的机器一个老的酷客用了好几年的爱酷旗舰手机现在都成铁粉了品质一如既往的好做工和手感一流系统流畅好用售后服务非常到位这次的一首发又是立马就买了迫不及待还赠送了好多配件希望越来越好也希望爱酷越来越完美期待为消费者带来更多更好的产品 加油爱酷加油永远支持,官网 正品 相当 不错 机器 一个 客用 好几年 爱酷 旗舰 手机 现在 铁粉 品质 一如既往 做工 手感 一流 系统 流畅 好用 售后服务 非常 到位 这次 首发 立马 迫不及待 赠送 好多 配件 希望 越来越 希望 爱酷 越来越 完美 期待 消费者 带来 更多更好 产品 加油 爱酷 加油 永远 支持,商品3.csv,1.0,正向
1,"第一次买iqoo的手机,直接来个王炸， iqoo15手机王者荣耀典藏版，包装很帅气，手机性能强劲，屏幕显示效果出色，拍照清晰自然，使用流畅无卡顿。典藏版收藏价值满分。马上用新手机来一把王者荣耀，抽到后羿的皮肤帅吧，拿个五连绝世应该不成问题！！",2025年11月8日,"{'机身颜色': 'iQOO✖️王者荣耀十周年典藏版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",第一次买的手机直接来个王炸 手机王者荣耀典藏版包装很帅气手机性能强劲屏幕显示效果出色拍照清晰自然使用流畅无卡顿典藏版收藏价值满分马上用新手机来一把王者荣耀抽到后羿的皮肤帅吧拿个五连绝世应该不成问题,第一次 手机 直接 来个 王炸 手机 王者 荣耀 典藏版 包装 帅气 手机 性能 强劲 屏幕显示 效果 出色 拍照 清晰 自然 使用 流畅 无卡顿 典藏版 收藏 价值 满分 马上 新手机 一把 王者 荣耀 抽到 后羿 皮肤 五连 绝世 应该 不成问题,商品3.csv,1.0,正向
1,这款iQOO手机真是让人爱不释手！✨性能强劲，拍照效果一流，特别喜欢黑色机身搭配银色设计，既时尚又大气👍。特别是续航能力超强，一天使用完全没有压力🌈。总体来说非常满意，推荐给大家！,2025年11月8日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",这款手机真是让人爱不释手性能强劲拍照效果一流特别喜欢黑色机身搭配银色设计既时尚又大气特别是续航能力超强一天使用完全没有压力总体来说非常满意推荐给大家,手机 真是 爱不释手 性能 强劲 拍照 效果 一流 特别 喜欢 黑色 机身 搭配 银色 设计 时尚 大气 特别 续航 能力 超强 一天 使用 完全 没有 压力 总体 来说 非常 满意 推荐 大家,商品3.csv,1.0,正向
1,看着发布会，就冲了，这个手机太完美了，直接冲还支持无息分期，真的是太喜欢了，做梦都想着这个手机，很快就发货了，用起来好用，特别是这个新系统，拍照清晰，细节都看得清楚，电池给力，而且还是2k屏幕，太通透，玩一天都没有问题，运行流畅，玩游戏特别稳，画质全开，强力推荐,2025年11月8日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",看着发布会就冲了这个手机太完美了直接冲还支持无息分期真的是太喜欢了做梦都想着这个手机很快就发货了用起来好用特别是这个新系统拍照清晰细节都看得清楚电池给力而且还是屏幕太通透玩一天都没有问题运行流畅玩游戏特别稳画质全开强力推荐,看着 发布会 这个 手机 完美 直接 支持 无息 分期 真的 喜欢 做梦 想着 这个 手机 很快 发货 起来 好用 特别 这个 系统 拍照 清晰 细节 清楚 电池 给力 而且 还是 屏幕 通透 一天 没有 问题 运行 流畅 玩游戏 特别 画质 全开 强力 推荐,商品3.csv,1.0,正向
1,很适合打游戏，在性能、屏幕和续航方面表现优异，竞技手感有升级、性价比还算合理😃,2025年11月21日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",很适合打游戏在性能屏幕和续航方面表现优异竞技手感有升级性价比还算合理,适合 打游戏 性能 屏幕 续航 方面 表现 优异 竞技 手感 升级 性价比 合理,商品3.csv,0.9998,正向
1,"很棒👍 iQOO 15凌云版实在令人惊喜！凌云配色清新脱俗，AG磨砂工艺的后盖手感细腻且不沾指纹。12GB+256GB的组合配合第五代骁龙8至尊版和自研电竞芯片Q3，玩原神😋等大型游戏全程流畅，开启光追后画面效果震撼。7000mAh超大电池续航无忧，100W快充回电迅速。2K 144Hz的三星""珠峰屏""视觉体验极佳。全面实力无短板，非常值得推荐！👍  ",2025年11月21日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",很棒  凌云版实在令人惊喜凌云配色清新脱俗磨砂工艺的后盖手感细腻且不沾指纹的组合配合第五代骁龙至尊版和自研电竞芯片玩原神等大型游戏全程流畅开启光追后画面效果震撼超大电池续航无忧快充回电迅速 的三星珠峰屏视觉体验极佳全面实力无短板非常值得推荐,很棒 凌云 实在 令人 惊喜 凌云 配色 清新 脱俗 磨砂 工艺 手感 细腻 指纹 组合 配合 第五代 骁龙 至尊版 研电 芯片 原神 大型 游戏 全程 流畅 开启 追后 画面 效果 震撼 超大 电池 续航 无忧 快充 回电 迅速 三星 珠峰 视觉 体验 极佳 全面 实力 短板 非常 值得 推荐,商品3.csv,1.0,正向
1,非常喜欢，之前一直在用苹果，老是杀后台，发热。朋友给我推荐了iqoo。没想到时隔多年换了手机，屏幕特别舒服，晚上看小说亮度很低，白天太阳下显色度也特别好。应用不闪退，不杀后台，太满意了，下次出新机也会继续支持的,2025年11月21日,"{'机身颜色': '赛道版', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",非常喜欢之前一直在用苹果老是杀后台发热朋友给我推荐了没想到时隔多年换了手机屏幕特别舒服晚上看小说亮度很低白天太阳下显色度也特别好应用不闪退不杀后台太满意了下次出新机也会继续支持的,非常 喜欢 之前 一直 苹果 老是 后台 发热 朋友 推荐 没想到 时隔多年 手机 屏幕 特别 舒服 晚上 小说 亮度 白天 太阳 显色 特别 应用 不闪退 后台 满意 下次 新机 继续 支持,商品3.csv,0.8538,正向
1,不错，iQOO15，到了！  赶上了国补的最后一班车！  外观完美！  包装不错！  快递员很懂事，让我自己拆箱，然后验证！  iQOO15手机很流畅，不错  ,2025年11月25日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",不错到了  赶上了国补的最后一班车  外观完美  包装不错  快递员很懂事让我自己拆箱然后验证  手机很流畅不错,不错 赶上 国补 最后 班车 外观 完美 包装 不错 快递 懂事 自己 拆箱 然后 验证 手机 流畅 不错,商品3.csv,1.0,正向
1,手机非常好用，运行很流畅，拍照也很清晰，价格能接受，想入手的赶紧买吧。,2025年11月25日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",手机非常好用运行很流畅拍照也很清晰价格能接受想入手的赶紧买吧,手机 非常 好用 运行 流畅 拍照 清晰 价格 接受 入手 赶紧,商品3.csv,0.9993,正向
1,自从用过iqoo por，就念念不忘…可惜之前手机坏的时候没有我这颜🐶的外壳可以买，所以等老妈这次换手机再下手了😬幻彩的凌云，妈妈挺喜欢速度很快，就是电池好像比之前耗电快了些,2025年11月17日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",自从用过 就念念不忘可惜之前手机坏的时候没有我这颜的外壳可以买所以等老妈这次换手机再下手了幻彩的凌云妈妈挺喜欢速度很快就是电池好像比之前耗电快了些,自从 用过 念念不忘 可惜 之前 手机 时候 没有 这颜 外壳 可以 所以 老妈 这次 手机 下手 幻彩 凌云 妈妈 喜欢 速度 很快 就是 电池 好像 之前 耗电,商品3.csv,0.9999,正向
1,用了几天这款商品，我真的太爱了。它外观精致简约，设计很贴心，用起来方便又顺手。性能也很出色，完全满足我的需求，性价比超高，会推荐给朋友。,2025年11月17日,"{'机身颜色': '赛道版', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",用了几天这款商品我真的太爱了它外观精致简约设计很贴心用起来方便又顺手性能也很出色完全满足我的需求性价比超高会推荐给朋友,几天 商品 真的 太爱 外观 精致 简约 设计 贴心 起来 方便 顺手 性能 出色 完全 满足 需求 性价比 超高 推荐 朋友,商品3.csv,1.0,正向
1,手机很漂亮，运行速度快。手机屏色彩鲜艳，又大又轻，那拿在手上很舒服，很适合女生很喜欢,2025年11月17日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",手机很漂亮运行速度快手机屏色彩鲜艳又大又轻那拿在手上很舒服很适合女生很喜欢,手机 很漂亮 运行 速度 手机 色彩鲜艳 拿在手上 舒服 适合 女生 喜欢,商品3.csv,1.0,正向
1,挺不错的，非常好用，比以前的11s信号进步很多，凌云的质感超乎想象，护眼模式进步很大，光宗耀祖模式也挺不错,2025年12月18日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",挺不错的非常好用比以前的信号进步很多凌云的质感超乎想象护眼模式进步很大光宗耀祖模式也挺不错,挺不错 非常 好用 以前 信号 进步 很多 凌云 质感 超乎 想象 护眼 模式 进步 很大 光宗耀祖 模式 挺不错,商品3.csv,1.0,正向
1,刚激活还没空研究,2026年1月23日,"{'机身颜色': '赛道版', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",刚激活还没空研究,激活 没空 研究,商品3.csv,0.4902,中性
1,音质不错，然后屏幕也可以，没有刺眼，玩游戏也行。我就更新了一遍，其他暂时没有问题。速度挺快的。也不卡。,2025年11月10日,"{'机身颜色': 'iQOO✖️王者荣耀十周年典藏版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",音质不错然后屏幕也可以没有刺眼玩游戏也行我就更新了一遍其他暂时没有问题速度挺快的也不卡,音质 不错 然后 屏幕 可以 没有 刺眼 玩游戏 更新 一遍 其他 暂时 没有 问题 速度 挺快 不卡,商品3.csv,0.9998,正向
1,性能&游戏体验拉满：《原神》《王者》满帧不卡顿 7电池日常用一天一充，45分钟满电，早起补电不耽误出门。 ,2025年11月10日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",性能游戏体验拉满原神王者满帧不卡顿 电池日常用一天一充分钟满电早起补电不耽误出门,性能 游戏 体验 拉满 原神 王者 满帧 不卡顿 电池 日常 一天 充分 满电 早起 补电 耽误 出门,商品3.csv,0.994,正向
1,iQOO15凌云配色太好看了，非常喜欢，直接入手顶配版极限跑分能到406万，性能强悍，日常体验挺丝滑的，拍照也不错，完全满足我的拍照需求。目前虽然还有不少bug，不过相信蓝厂会一点点修复让iQOO是15越来越香！,2025年11月13日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",凌云配色太好看了非常喜欢直接入手顶配版极限跑分能到万性能强悍日常体验挺丝滑的拍照也不错完全满足我的拍照需求目前虽然还有不少不过相信蓝厂会一点点修复让是越来越香,凌云 配色 好看 非常 喜欢 直接 入手 配版 极限 分能 性能 强悍 日常 体验 挺丝 拍照 不错 完全 满足 拍照 需求 目前 虽然 还有 不少 不过 相信 蓝厂 一点点 修复 越来越,商品3.csv,1.0,正向
1,手里的iQOO5PRO已经用了将近五年，正好新品上市看了手机是带无线充电的，果断下手可惜手速还是慢了凌云瞬间没了，买了预售的提前两天发货，第二天就送到家里，还送了耳机音响，使用了大半个月非常流畅以后还会继续支持iQOO,2025年11月13日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",手里的已经用了将近五年正好新品上市看了手机是带无线充电的果断下手可惜手速还是慢了凌云瞬间没了买了预售的提前两天发货第二天就送到家里还送了耳机音响使用了大半个月非常流畅以后还会继续支持,手里 已经 将近 五年 正好 新品 上市 手机 无线 充电 果断 下手 可惜 手速 还是 凌云 瞬间 预售 提前 两天 发货 第二天 送到 家里 耳机 音响 使用 大半个 非常 流畅 以后 还会 继续 支持,商品3.csv,0.9769,正向
1,1. 骁龙8至尊+Q3芯片超能打，2K护眼屏清晰顺滑，7000mAh续航+100W快充，用着超省心！ 2. 电竞级性能稳帧不发烫，三星珠峰屏护眼通透，全焦段拍照能打，续航充电双在线！ 3. OriginOS6流畅丝滑，2K+144Hz屏观感绝，大电池扛一天，游戏办公都靠谱～,2025年11月13日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",骁龙至尊芯片超能打护眼屏清晰顺滑续航快充用着超省心  电竞级性能稳帧不发烫三星珠峰屏护眼通透全焦段拍照能打续航充电双在线  流畅丝滑屏观感绝大电池扛一天游戏办公都靠谱,骁龙 至尊 芯片 超能 护眼 清晰 顺滑 续航 充用 省心 竞级 性能 稳帧 不发 三星 珠峰 护眼 通透 全焦 拍照 续航 充电 在线 流畅 丝滑屏 观感 绝大 电池 一天 游戏 办公,商品3.csv,0.9824,正向
1,商家发货速度快。客服服务态度好。手机颜值高。运行流畅，游戏视频无压力。,2025年11月20日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",商家发货速度快客服服务态度好手机颜值高运行流畅游戏视频无压力,商家 发货 速度 客服 服务态度 手机 颜值 运行 流畅 游戏 视频 压力,商品3.csv,0.9592,正向
1,iQOO15真是超乎我的期待！手机运行速度快如闪电，无论是玩游戏还是处理工作文件都毫无压力。外观设计时尚前卫，握在手上感觉既舒适又有质感。电池续航力强大，让我在外面奔波一整天也不用担心电量问题。摄像头拍照效果惊艳，清晰捕捉每个细节。iQOO15无疑是我用过的最出色的手机之一。,2025年11月20日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",真是超乎我的期待手机运行速度快如闪电无论是玩游戏还是处理工作文件都毫无压力外观设计时尚前卫握在手上感觉既舒适又有质感电池续航力强大让我在外面奔波一整天也不用担心电量问题摄像头拍照效果惊艳清晰捕捉每个细节无疑是我用过的最出色的手机之一,真是 超乎 期待 手机 运行 速度 快如闪电 无论是 玩游戏 还是 处理 工作文件 毫无 压力 外观设计 时尚 前卫 手上 感觉 舒适 质感 电池 续航力 强大 外面 奔波 一整天 不用 担心 电量 问题 摄像头 拍照 效果 惊艳 清晰 捕捉 每个 细节 无疑 最出色 手机 之一,商品3.csv,1.0,正向
1,手机很不错，系统很好用，喜欢,2026年1月22日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",手机很不错系统很好用喜欢,手机 不错 系统 喜欢,商品3.csv,0.9779,正向
1,通信音质：很好 其他特色：很多小功能 显示效果：很好  买给男朋友打游戏的，他说很不错 ,2025年11月24日,"{'机身颜色': '旷野', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",通信音质很好 其他特色很多小功能 显示效果很好  买给男朋友打游戏的他说很不错,通信 音质 其他 特色 很多 功能 显示 效果 男朋友 打游戏 不错,商品3.csv,0.9999,正向
1,好用  响应速度快 打游戏满血全开 打王者能开到144帧率  对我来说是一款水桶机  各个方面都很均衡,2025年11月24日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",好用  响应速度快 打游戏满血全开 打王者能开到帧率  对我来说是一款水桶机  各个方面都很均衡,好用 响应速度 打游戏 满血 全开 王者 开到 来说 一款 水桶 各个方面 均衡,商品3.csv,0.99,正向
1,客服服务态度很棒有问必答。手机运行丝滑流畅，搭配上2k三星屏幕，不管刷视频还是玩游戏都是非常的顶，值得入手。,2025年11月24日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",客服服务态度很棒有问必答手机运行丝滑流畅搭配上三星屏幕不管刷视频还是玩游戏都是非常的顶值得入手,客服 服务态度 很棒 有问必答 手机 运行 丝滑 流畅 搭配 三星 屏幕 不管 视频 还是 玩游戏 非常 值得 入手,商品3.csv,0.9998,正向
1,专门为了打王者买的，手感很不错，看着太舒服了，系统优化也够贴心，不管是游戏党追求的极致操控，还是日常使用需要的续航与流畅都完美拿捏，这手机买的合适 ,2025年11月24日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",专门为了打王者买的手感很不错看着太舒服了系统优化也够贴心不管是游戏党追求的极致操控还是日常使用需要的续航与流畅都完美拿捏这手机买的合适,专门 为了 王者 手感 不错 看着 舒服 系统优化 贴心 不管 游戏 追求 极致 操控 还是 日常 使用 需要 续航 流畅 完美 拿捏 手机 合适,商品3.csv,1.0,正向
1,这是第二次买iQOO的手机了，这第一次的iQOO15简直戳到了我的心巴上，7000毫安的电池可以用很久，最新的处理器玩游戏再也不卡了，又可以用很久了,2025年11月16日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",这是第二次买的手机了这第一次的简直戳到了我的心巴上毫安的电池可以用很久最新的处理器玩游戏再也不卡了又可以用很久了,这是 第二次 手机 第一次 简直 心巴上 毫安 电池 可以 最新 处理器 玩游戏 再也 不卡 可以,商品3.csv,0.9828,正向
1,嗯，使用了一下朋友的爱酷手机，这次换手机果断入手的最新款的旗舰机，手机挺好用的，颜值画面十分能打,2025年11月16日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",嗯使用了一下朋友的爱酷手机这次换手机果断入手的最新款的旗舰机手机挺好用的颜值画面十分能打,使用 一下 朋友 爱酷 手机 这次 手机 果断 入手 最新款 旗舰机 手机 挺好用 颜值 画面 十分,商品3.csv,0.9924,正向
1,这物流速度挺快的，隔天就收到了，性价比很高。很喜欢它的颜值，颜色也挺好看，非常实用。,2025年11月16日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",这物流速度挺快的隔天就收到了性价比很高很喜欢它的颜值颜色也挺好看非常实用,物流 速度 挺快 隔天 收到 性价比 喜欢 颜值 颜色 好看 非常 实用,商品3.csv,0.999,正向
1,手机发的顺丰快递很快就收到了，屏幕显示效果很棒，拍照也比上一代要好很多，系统丝滑流畅不卡顿，打游戏也不掉帧，不错,2025年11月16日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",手机发的顺丰快递很快就收到了屏幕显示效果很棒拍照也比上一代要好很多系统丝滑流畅不卡顿打游戏也不掉帧不错,手机 顺丰 快递 很快 收到 屏幕显示 效果 很棒 拍照 一代 很多 系统 丝滑 流畅 不卡顿 打游戏 不错,商品3.csv,1.0,正向
1,很服贴，好用，客服宝宝态度超好👍🥰,2026年1月21日,"{'机身颜色': '旷野', '套餐类型': '官方标配', '存储容量': '16GB+256GB'}",很服贴好用客服宝宝态度超好,服贴 好用 客服 宝宝 态度 超好,商品3.csv,0.5285,中性
1,好用，服务不错！,2026年2月24日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '12GB+512GB'}",好用服务不错,好用 服务 不错,商品3.csv,0.9092,正向
1,发货满慢了点。旗舰机质感就是不一样，手感细腻，磨砂不粘指纹，屏幕也清晰，在阳光下也依然能看清，而且调光的速度比较快了，拍照主摄还行，长焦没vivox系列好，但也够用。性能强，喜欢橘子系统，后台保活能力强，多任务切换流畅好用，王者能开144，效果很好，后置灯光很好看，正正的水桶旗舰。还能吃国补，真香。 显示效果：清晰通透 通信音质：好 其他特色：屏幕大，声音振动都可以。,2025年10月30日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",发货满慢了点旗舰机质感就是不一样手感细腻磨砂不粘指纹屏幕也清晰在阳光下也依然能看清而且调光的速度比较快了拍照主摄还行长焦没系列好但也够用性能强喜欢橘子系统后台保活能力强多任务切换流畅好用王者能开效果很好后置灯光很好看正正的水桶旗舰还能吃国补真香 显示效果清晰通透 通信音质好 其他特色屏幕大声音振动都可以,发货 满慢 旗舰机 质感 就是 一样 手感 细腻 磨砂 指纹 屏幕 清晰 阳光 依然 看清 而且 调光 速度 比较 拍照 主摄 行长 系列 够用 性能 喜欢 橘子 系统 后台 保活 能力 多任务 切换 流畅 好用 王者 效果 后置 灯光 好看 正正 水桶 旗舰 国补 真香 显示 效果 清晰 通透 通信 音质 其他 特色 屏幕 声音 振动 可以,商品3.csv,1.0,正向
1, 也是iQOO多年老用户了，凌云背板造型不用说的，屏幕与电量有极大提升，但是系统UI应该再磨合一下，还需要进一步更新调整,2025年11月9日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",也是多年老用户了凌云背板造型不用说的屏幕与电量有极大提升但是系统应该再磨合一下还需要进一步更新调整,多年 用户 凌云 背板 造型 不用说 屏幕 电量 极大 提升 但是 系统 应该 磨合 一下 需要 进一步 更新 调整,商品3.csv,0.1643,负向
1,手机外观好看是我喜欢的款式！游戏效果不错很满意.续航版本更新过一次一天一冲完全没问题 电池可以的.三星屏设置好看着效果可以.拍照感觉还可以吧 后面两张站远一点放大拍出来的.感觉完全够用！到现在也没出现什么问题.希望一直都不会有问题  嘿嘿,2025年11月9日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '16GB+1TB'}",手机外观好看是我喜欢的款式游戏效果不错很满意续航版本更新过一次一天一冲完全没问题 电池可以的三星屏设置好看着效果可以拍照感觉还可以吧 后面两张站远一点放大拍出来的感觉完全够用到现在也没出现什么问题希望一直都不会有问题  嘿嘿,手机 外观 好看 喜欢 款式 游戏 效果 不错 满意 续航 版本 更新 一次 一天 一冲 完全 问题 电池 可以 三星 设置 看着 效果 可以 拍照 感觉 可以 后面 两张 一点 放大 出来 感觉 完全 够用 现在 出现 什么 问题 希望 一直 不会 问题 嘿嘿,商品3.csv,0.9999,正向
1,手机不错，流畅，打游戏确实可以，手机外壳的质感我很喜欢，送的东西也满意，可以入，我记得这个款式是最好的，当然不买这个款式的话用其他手机壳也OK,2025年11月9日,"{'机身颜色': '凌云', '套餐类型': '官方标配', '存储容量': '16GB+512GB'}",手机不错流畅打游戏确实可以手机外壳的质感我很喜欢送的东西也满意可以入我记得这个款式是最好的当然不买这个款式的话用其他手机壳也,手机 不错 流畅 打游戏 确实 可以 手机 外壳 质感 喜欢 东西 满意 可以 记得 这个 款式 最好 当然 不买 这个 款式 的话 其他 手机,商品3.csv,0.9998,正向
1,屏幕显示效果特别细腻，色彩精准，握持手感佳，玩游戏帧数高不卡顿，发热情况也不错，外观很好看，系统特别流畅。,2025年11月9日,"{'机身颜色': '传奇版', '套餐类型': '官方标配', '存储容量': '12GB+256GB'}",屏幕显示效果特别细腻色彩精准握持手感佳玩游戏帧数高不卡顿发热情况也不错外观很好看系统特别流畅,屏幕显示 效果 特别 细腻 色彩 精准 握持 手感 玩游戏 数高 不卡顿 发热 情况 不错 外观 好看 系统 特别 流畅,商品3.csv,1.0,正向
