商品ID,商品标题,价格,店铺名称,店铺标签,销量,产地,是否促销,秒杀信息,商品链接
1024397171305,官方正品5G大屏长续航学生智能手机1024GB大内存电竞游戏备用机,298.00,原装正品特卖店,,11人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1954847796&clk1=338f7cca440c87847e0428fc08531923&k=2169&e=8viqD3Le4DzJxXZGzCwuwKabCrFSh4j1Bdag5v6FOmaqnjw3OpdAV30qolNQbFkXKS%2BaEAnvUcl21J9UjsqAngA
1025290250797,【新品上市】OPPO Find N6 oppofindn6新款折叠屏手机 oppo手机旗舰官网正品店 oppofindn5大折叠手机,999999.00,OPPO欧曙专卖店,12年老店,0人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1954847796&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=iYZMmGh9rzrJxXZGzCwuwKabCrFSh4j1Bdag5v6FOmaqnjw3OpdAV30qolNQbFkXKS%2BaEAnvUcldvRRnu52mC3G
1027617889460,任意型号崩坏星穹铁道火花手机壳适用oppo苹果vivo小米iPhone华为红米荣耀黑鲨一加三星红魔谷歌传音保护套,15.80,爱疯数码DIY,12年老店,2人付款,广东 汕头,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1954847796&clk1=338f7cca440c87847e0428fc08531923&k=2241&e=%2FSGV3fdyQCnJxXZGzCwuwKabCrFSh4j1Bdag5v6FOmaqnjw3OpdAV30qolNQbFkXKS%2BaEAnvUcmg76XHtU4QA
922363209569,朱志鑫同款手机壳适用苹果16华为mate60十字花iPhone17promax周边vivo14满印13OPPO小米15p明星Pura70联名12x,14.80,羽潮旗舰店,回头客7千,23人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1954847796&clk1=338f7cca440c87847e0428fc08531923&k=2241&e=u9MBMGGMoFXJxXZGzCwuwKabCrFSh4j1Bdag5v6FOmaqnjw3OpdAV30qolNQbFkXKS%2BaEAnvUckYlR7Wk76LC5C
962131856923,【手机政府补贴】2026新款国补5G智能手机超长续航超耐摔耐磨千百元中老人智能轻薄全面屏手机正品官方旗舰店,458.00,嘉宇金成数码专营店,回头客5千,200+人付款,广东 深圳,是,直降450元,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1954847796&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=WwCbjno6jPHJxXZGzCwuwKabCrFSh4j1Bdag5v6FOmaqnjw3OpdAV30qolNQbFkXKS%2BaEAnvUcmgN46Ltqs0NQy
859023839245,Huawei/华为 nova 10 手机66W快充全网通骁龙778G游戏曲屏鸿蒙NFC,871.00,星峰甄选,,500+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1954847796&clk1=338f7cca440c87847e0428fc08531923&k=2145&e=wDEsF8I0afvJxXZGzCwuwKabCrFSh4j1Bdag5v6FOmaqnjw3OpdAV30qolNQbFkXKS%2BaEAnvUcmHMzA3kaU2akI
735475698321,超萌可爱小碎花爱心兔~少女心爆棚适用iphone17promax光面全包16菲林华为p70nova13小米opporeno14手机壳女生,20.20,呦呦case设计室,回头客1千,200+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1954847796&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=OYsPXMVFwvnJxXZGzCwuwKabCrFSh4j1Bdag5v6FOmaqnjw3OpdAV30qolNQbFkXKS%2BaEAnvUcn8mdS2da0xta8
975926041218,【品牌特卖 新品上市】原封正品便宜学生价AI语音红外摇控OTG大内存超薄大屏电竞游戏安卓备用全网通智能手机,358.20,深圳海创利华数码专营店,13年老店,100+人付款,广东 深圳,是,直降289.8元,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1954847796&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=f0bucHIYFEPJxXZGzCwuwKabCrFSh4j1Bdag5v6FOmaqnjw3OpdAV30qolNQbFkXKS%2BaEAnvUckdML8q4ZBWk%2
860059416160,Huawei/华为 nova 10 4G手机绮境森林超广角镜头超级快充256GB,879.00,星峰甄选,,26人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1954847796&clk1=338f7cca440c87847e0428fc08531923&k=2145&e=vQwZjmmCukbJxXZGzCwuwKabCrFSh4j1Bdag5v6FOmaqnjw3OpdAV30qolNQbFkXKS%2BaEAnvUcmHMzA3kaU2akI
1014408952113,2026年新款国际版i15S 跨境外贸多语种智能手机可适用谷歌 国际版手机 海外版 国外香港台湾可用学生便宜大屏,348.00,乐恒创数码专营店,回头客4千,30人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1954847796&clk1=338f7cca440c87847e0428fc08531923&k=2105&e=pz1N%2BVM%2FEGTJxXZGzCwuwKabCrFSh4j1Bdag5v6FOmaqnjw3OpdAV30qolNQbFkXKS%2BaEAnvUckl%2Bbqap
1026760312152,M60正品5G大屏长续航学生智能手机1TB大内存电竞游戏百元备用机,298.00,原装正品特卖店,,12人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1954847796&clk1=338f7cca440c87847e0428fc08531923&k=2169&e=lCR5%2B5EOP67JxXZGzCwuwKabCrFSh4j1Bdag5v6FOmaqnjw3OpdAV30qolNQbFkXKS%2BaEAnvUcl21J9UjsqAn
638752306403,【政府补贴15% 晒单返30元】HONOR/荣耀Power2 手机10080mAh青海湖电池电梯信号王天玑8500Elite官方旗舰2127,2516.55,苏宁易购官方旗舰店,回头客1000万,1000+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=1954847796&clk1=338f7cca440c87847e0428fc08531923&k=2049&e=DL6xKaYcUNXJxXZGzCwuwKabCrFSh4j1Bdag5v6FOmaqnjw3OpdAV30qolNQbFkXKS%2BaEAnvUcntereW0Tj11VM
979154582999,【旗舰新品 现货速发】威图VERTU纬图 AGENT Q奢品直面屏AI智能体手机  安全加密三系统 礼品送礼 24期免息,29502.00,VERTU纬图旗舰店,7年老店,30人付款,四川 成都,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=HzpLZK546Scpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepM9JPNSCong5sdlH2
994160488413,【国家补贴至高省500元】vivo S50 学生拍照大电池大内存手机 vivo手机官方旗舰店正品官网新款s30,2609.10,vivo手机官方旗舰店,回头客30万,,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=vc5prQjB9topge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepP9o0lauH8qyFgMn9
975622742895,新品上市OPPO Find X9旗舰正品新款4K超清实况照片天玑9500,3888.90,OPPO官方旗舰店,回头客40万,1万+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2125&e=mzzVb0C%2FosMpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepNyX7gdnB5C3xbW
988981343953,新品上市OPPOReno15正品新款学生智能宋雨琦精致小直屏2亿,2899.00,OPPO官方旗舰店,回头客40万,4万+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2113&e=mToWXKxa8d4pge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepNeNZSca8fenBbWsJ
1014320815912,终于找到了一款高性价比的手机，大屏幕，支持5G！,348.00,紫悦数码专营店,6年老店,200+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2177&e=W0WES8PAvKUpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepO9WkDPaLZZsd4SAe
863772049349,威图【女王节礼物 历史底价5折】VERTU 纬图META1双曲屏奢品双系统隐私安全加密AI智能体手机5G商务智能礼盒,10600.00,VERTU纬图旗舰店,7年老店,90人付款,四川 成都,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=irrFfL%2Fr%2FzUpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepM9JPNSCong5s
972708634672,【享15%国补】vivo iQOO 15新品第五代骁龙8至尊版2K三星屏国补游戏手机iQOO官方旗舰店官网正品大内存iqoo15,4199.00,iQOO手机官方旗舰店,回头客30万,4万+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=Jw5JdOn7kMwpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepOWlPBJO9yJY0GiVE
1021324474049,【新品上市 抢先付定】HONOR/荣耀Magic V6 折叠屏手机至臻黑钻屏 第五代骁龙8至尊  轻薄续航正品官方旗舰店,99999.00,荣耀官方旗舰店,回头客40万,,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2233&e=gcIUfSQ7hbkpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepONW9oE08Zc6qQQ%2
978811354627,oneplusOPPO一加 15 新品上市第五代骁龙8至尊版性能旗舰手机游戏AI手,3674.00,一加官方旗舰店,回头客10万,2万+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2145&e=T6MvVaKZAwIpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepMmbzx7%2FdZ9ApcJ
993016602639,OPPO 一加 Ace 6T 第五代骁龙 8 超高刷电竞屏游戏AI手机一加,2399.00,一加官方旗舰店,回头客10万,3万+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2125&e=h28nLo8RRPApge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepNiMYEUS50LzZcJVc
1003961525741,【享15%国补】vivo iQOO Z11 Turbo新品上市第五代骁龙8国家补贴大电池手机iQOO官方旗舰店官网大内存,2499.00,iQOO手机官方旗舰店,回头客30万,,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2221&e=C2nhyy1CQtQpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepOWlPBJO9yJY0GiVE
993986586355,Apple/苹果 iPhone14 Promax正品国行双卡13ProMax苹果13 14手机,1850.00,祥瑞数码城,,300+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=li4Pz7ETF1Qpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepP3eyYQDfI38dOOfd
984462513803,【24期分期】REDMI K90红米k90手机官方旗舰店游戏拍照学生旗舰智能手机小米手机红米手机redmik90,2521.03,机御旗舰店,回头客4万,800+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=BhIGaqaa5Gkpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepPeT%2BAH1jemdChr
921797054553,手机政府补贴M60pro官方旗舰店2026全新正品全面屏双卡双待5G手机,458.00,5G数码严选店,,300+人付款,广东 深圳,是,直降450元,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=2UxH3RY7zdspge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepOIjcAn6Wg9E7240f
844758148374,【购机享3期免息】REDMI K80红米k80手机官方旗舰店游戏拍照学生国补智能手机小米手机红米手机redmik80,1999.00,小米官方旗舰店,回头客700万,30万+人付款,北京,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2221&e=f9aciw9CwGwpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepN5%2FjM%2FP0t5g3
960645178998,Apple/苹果 iPhone 14苹果12/13/14 国行正品5G全网通双卡手机,1410.00,融辉数码科技,,500+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=yAvkxDbkyLYpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepNC39VKG9CZcTRRnE
1010788400668,【2026新款】华强北17mini迷你小手机智能便携小巧小尺寸小屏幕儿童学生专用游戏安卓超小型备用机网红黑科技,366.00,紫悦数码专营店,6年老店,100+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=1Dw4X0%2BsBjspge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepMclk1OaQ%2FpUN
1010969056730,【享全国10%国补】REDMI Turbo 5 Max新品红米手机小米手机小米官方旗舰店官网新品正品红米turbo5max,2199.00,小米官方旗舰店,回头客700万,3万+人付款,北京,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=JqkdKekNeuApge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepNkGIf5oAY4RH6HjF
1021739384303,暗黑风蝴蝶适用于苹果17promax手机壳复古简约iphoneair时尚15/14/13小众6/7/8plus时尚xs/xr女款12/11保护套,23.50,悠月旗舰店,回头客1万,9人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2253&e=RX32%2BGDQ9OEpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepNPypprl%2BzvPz
808125448354,【官方旗舰16Promax】正品全新16G+512G超薄大屏电竞八核游戏智能手机安卓学生价便宜百元备用机5G全网通,290.00,星联星手机专营店,,400+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=Q9p9X0lfGCYpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepNGxIxQcTcFdbHfFz
1009322116275,Apple/苹果 iPhone14 Promax正品国行双卡13ProMax苹果13 14手机,1910.00,华科数码城,,94人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=fdZatTUcJegpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepN8kStk7s9vfKK81p
968794543088,国行正品 Apple/苹果 iPhone 14/苹果14/13/12全网通手机三期免息,1709.00,宏图数码科技,,1000+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2169&e=BU3OWfWgRPspge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepN%2BTX8hvPy8u00R
1000069757229,Apple/苹果 iPhone12promax苹果12双卡5G国行苹果12pro正品手机,1380.00,城市科技数码,,55人付款,广东 广州,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=uCvMkOGgZTspge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepMQeZISImdGmFaV2m
1025242171566,海鸥适用苹果17手机壳iphone14克莱因蓝opporeno15油画findx9小众vivos50高级感x300/iqooz11turbo/8一加ace6,17.40,凰族旗舰店,回头客2万,1人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2265&e=DtI9YzUMFiopge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepNuHeo0OA4ebSoJ47
1000341813964,Apple/苹果 iPhone 13 ProMax国行正品13pro苹果13手机双卡5G,1800.00,城市科技数码,,85人付款,广东 汕头,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=pN1eKaqueiEpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepOlav%2BN0ToZDVaV
1026762933218,小碎花适用苹果17手机壳iphone14春天opporeno15小清新findx9夏天vivos50/x300/iqooz11turbo/neo一加ace6/13,13.90,凰族旗舰店,回头客2万,1人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2265&e=E2%2BNNTNUGgcpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepNuHeo0OA4ebSoJ
1024242167418,满屏玫瑰小花适用苹果17promax手机壳iPhone16华为mate60pro新款Pura80可爱reno15女vivos50软x300小米17荣耀,7.80,智隶数码配件专营店,回头客2万,7人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2177&e=onJUrQzfcm4pge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepPYdv0GYU5epSix3e
1024626791557,满屏紫蓝碎花适用苹果17promax手机壳全包高级iPhone16pro新款15plus韩系14pro仙女13promax女电镀羊皮大视窗,19.90,光行者咦哟专卖店,,3人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2253&e=3RL6HUNeQVspge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepPpSzA6RSdTWa3A18
978803213000,趣味比奇堡居民适用iPhone17手机壳15Promax苹果16小米14一加13情侣iQOO11丑鱼mate70华为p60红米k80男reno12,12.10,星鹏米鹃专卖店,回头客1万,1人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=7f5DyjydxuEpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepN9BGjqAc4GgLJKd1
1026482261410,蓝莓星星kt猫适用苹果17promax手机壳高级全包iPhone16pro新款15plus可爱14pro日韩13promax女电镀皮质大视窗,19.90,光行者咦哟专卖店,,2人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2253&e=P%2BmVRm5RzNopge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepPpSzA6RSdTWa3A
1002407837634,【政府补贴】2026新款原装未拆封AI智能手机5G全网通6.5英寸大屏16G+512GB千百元学生老人便宜安卓工作备用机,298.00,启响数码专营店,,12人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2201&e=lh1mx3b%2BPRkpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepP1UCxk6OEuypJp
1015973932181,马年卡通史努比适用苹果华为小米手机壳磁吸iPhone17promax新款16艺术简约15卡通14创意趣味13小众高级手机壳,26.90,CASENIUNIU,回头客2千,2人付款,北京,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=uVn7MdObqmApge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepNhYTuzgEEzDgd3jf
991782877436,Apple/苹果 iphone14 Promax 国行双卡5G全网通苹果14Pro正品手机,2260.00,融辉数码科技,,100+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=9kvkVq7Cp%2B0pge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepNC39VKG9CZcTRR
1024397171305,官方正品5G大屏长续航学生智能手机1024GB大内存电竞游戏备用机,298.00,原装正品特卖店,,11人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2169&e=6DKrVWtZRLspge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepOKiEL5rxJk8rt2Pa
949925363711,Apple/苹果iPhone14ProMax手机14国行正品苹果14Pro双卡5G全网通,2200.00,铭源数码甄选,,88人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2221&e=dUiHzEtNn4Qpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepOps4xVsjxNWmOgKd
994124007239,16Pro Max 5G智能手机！512GB大内存！30天免费试用！,392.00,乐恒创数码专营店,回头客4千,18人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2093&e=qecfQiD41i8pge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepNudKethyKweE5hua
1025290250797,【新品上市】OPPO Find N6 oppofindn6新款折叠屏手机 oppo手机旗舰官网正品店 oppofindn5大折叠手机,999999.00,OPPO欧曙专卖店,12年老店,0人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=WEXxnTH%2Fu7Apge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepOBZYq%2BZ%2FmB
962131856923,【手机政府补贴】2026新款国补5G智能手机超长续航超耐摔耐磨千百元中老人智能轻薄全面屏手机正品官方旗舰店,458.00,嘉宇金成数码专营店,回头客5千,200+人付款,广东 深圳,是,直降450元,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=gHXROQ3dYocpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepPmAoJtTGYwEwxsQm
670081034773,有内鬼终止交易手机壳适用14苹果16/15诺基亚13华为mate60pro老人机iphone17套50大哥大max老年机p70小米vivo,9.50,帕沃森数码旗舰店,回头客10万,100+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2241&e=zEhruWI51mApge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepMWwsNALXux9%2BgO
975926041218,【品牌特卖 新品上市】原封正品便宜学生价AI语音红外摇控OTG大内存超薄大屏电竞游戏安卓备用全网通智能手机,358.20,深圳海创利华数码专营店,13年老店,100+人付款,广东 深圳,是,直降289.8元,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2189&e=jC9olm85sOApge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepNc9PwcbmyDPe03PA
1027617889460,任意型号崩坏星穹铁道火花手机壳适用oppo苹果vivo小米iPhone华为红米荣耀黑鲨一加三星红魔谷歌传音保护套,15.80,爱疯数码DIY,12年老店,2人付款,广东 汕头,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2241&e=gzeXRckZMmQpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepMEtvuk5%2BUYZfZf
735475698321,超萌可爱小碎花爱心兔~少女心爆棚适用iphone17promax光面全包16菲林华为p70nova13小米opporeno14手机壳女生,20.20,呦呦case设计室,回头客1千,200+人付款,广东 东莞,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2209&e=M8HfMrXa1dwpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepMoonUQucrevtOiWV
860059416160,Huawei/华为 nova 10 4G手机绮境森林超广角镜头超级快充256GB,879.00,星峰甄选,,26人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2145&e=NY8TK2PXkLcpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepOTt6M3KWLeSrLmKo
922363209569,朱志鑫同款手机壳适用苹果16华为mate60十字花iPhone17promax周边vivo14满印13OPPO小米15p明星Pura70联名12x,14.80,羽潮旗舰店,回头客7千,23人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2241&e=j%2FbhnYabNLspge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepP%2BHtwDbwePVZ
963693922812,Huawei/华为 nova 12 活力版骁龙778G鸿蒙前置拍照6000万正品手机,1047.00,星峰甄选,,1000+人付款,广东 深圳,是,,http://click.simba.taobao.com/cc_im?p=%CA%D6%BB%FA&s=440619323&clk1=338f7cca440c87847e0428fc08531923&k=2157&e=tn3DDVnVO2gpge3QISkW3rfif1NnTOpbToxpsHOw0qn3wLstMxQjhLQML75S2Be20Iy7n1KYepOTt6M3KWLeSrLmKo
