标题,原价,销量,店名,id,卖点,颜色,评论
荣耀WIN 16+512 快开黑 第五代骁龙8至尊版 荣耀东风涡轮散热 10000mAh电池 AI 游戏手机 国家补贴,4799.00,,荣耀京东自营旗舰店,100231090911,"['绿洲护眼电竞屏', '10000mAh', '超大电池', 'AI游戏']",快开黑,1万+
HAIUWEI补贴30%手机1024GB大内存7800mAh快充大电池电竞拍照防水新机 暗夜黑 16GB+512GB 官方标配,1368.00,5000+,享科经营部,10153999144980,,暗夜黑,2000+
新品鸿蒙旗舰 华为mate70pro选购,1745.00,1000+,乾诚手机专营店,10209339017572,"['FHD+高清', '巨鲸长续航', '五星抗跌耐摔', 'IP64三防']",雪域白【256GB】,1000+
华为 nova 14 Ultra  512GB 曜金黑 全焦段红枫质感人像 天通北斗双卫星通信 华为手机鸿蒙系统,2949.00,,华为京东自营旗舰店,100224796944,"['鸿蒙AI', '大底主摄', '全焦段拍摄', '双卫星通信']",曜金黑,5万+
荣耀X70 8+128 幻夜黑 金标十面抗摔 8300mAh青海湖电池 IP69防水 荣耀绿洲护眼屏 AI手机 国家补贴,1399.00,90万+,荣耀京东自营旗舰店,100248102702,"['金标十面抗摔', '8300mAh', '青海湖电池']",幻夜黑,50万+
华为nova 15 国家补贴 麒麟8020芯片 多焦段红枫影像 鸿蒙AI 臻彩OLED直屏鸿蒙智能手机 带感绿 12GB+256GB 官方标配,2549.00,100+,来话旗舰店,10206377383219,,带感绿,73
【16G+256G】华为mate70pro,1389.00,1000+,德凯英顿手机专营店,10203500003475,"['时尚外观', '巨鲸续航', '鸿蒙生态', '耐摔防水']",曜石黑12GB(6+6)+128GB,1000+
华为（HUAWEI）手机华为mate80 pro版本选购 70X尊享版 24期免息 6100mAh巨鲸续航 麒麟8000芯片鸿蒙手机 流沙金【512GB】 耳机套餐版【赠一年延保+180天碎屏险】,2599.00,,迪旺手机专营店,10211073832321,"['超级NFC', '麒麟8000芯片', '大电池巨鲸续航', '鸿蒙系统', '轻薄机身', '简约风格', 'OLED曲面', '流沙金色', '高频PWM', '麒麟芯片']",流沙金【512GB】,3
华为手机华为 2025新机上市 70X 官方正品6100mAh巨鲸长续航地震预警北斗卫星通信超级NFC 补贴mate 曜金黑【512GB】 官方标配【赠季度碎屏险+延保+蓝牙耳机】,2569.00,200+,乾诚手机专营店,10210359726920,"['巨鲸续航', 'FHD+屏', '地震预警', '北斗通信']",曜金黑【512GB】,200+
华为智选2025新机上市 80 Pro 华为鸿蒙生态5G手机 昆仑玻璃十倍耐摔 6100mAh+40W续航 OLED臻彩护眼屏 12GB+512GB 星空黑 官方标配 180天只换不修+3年质保+碎屏,2699.00,1000+,京之优手机专营店,10166668187953,"['900+人已买', '只换不修', '官方标配']",12GB+512GB 星空黑,500+
小米（MI）REDMI Turbo 5 Max 天玑9500s 9000mAh大电池 1.5K阳光屏 16+512 暗影黑 小米红米5G手机,2799.00,,小米京东自营旗舰店,100317402376,"['天玑9500s', '1.5K阳光屏']",暗影黑,10万+
华为手机5G智选新品 80plus 2026新机上市 6620mAh巨鲸续航 红外遥控 玄甲架构 华为补贴手机mate80 幻夜黑 24GB(12+12)+512GB 耳机套餐【365天只换不修+碎屏,2184.00,100+,迪旺手机专营店,10208271518916,"['巨鲸续航', '玄甲架构', '红外遥控', '大内存储']",幻夜黑 24GB(12+12)+512GB,100+
华为（HUAWEI）手机华为Mate70pro 24期免息可选 2026新机 X70金标十面抗摔 8300mAh青海湖电池 IP69防水 护眼屏 幻夜黑 12GB+512GB 蓝牙套装版【180天只换,2694.00,200+,麒源手机专营店,10210832498272,"['十面抗摔', '8300mAh', '三防标准', '5000万像素', '抗摔认证', 'OLED直屏', 'IP69防水', '红外遥控']",幻夜黑 12GB+512GB,200+
华为手机2025新机上市畅享 70X鸿蒙【12期|免息】五星超耐摔6100mAh巨鲸长续航地震预警北斗卫星通信 曜金黑 256GB 【官方标配】【赠：季度碎屏险】,1461.05,5000+,好机汇手机旗舰店,10194750378880,"['5万+手机达人加购', '25万+人浏览']",曜金黑,2000+
一加 Ace 6T 16GB+1TB 闪速黑 oppo 第五代骁龙 8 165Hz 超高刷电竞屏 学生游戏拍照手机 国家补贴,3899.00,,一加手机京东自营旗舰店,100298246556,"['第五代骁龙8', '超高刷电竞屏', '冰川电池', '高像素摄像']",闪速黑,10万+
华为（HUAWEI）手机华为 Mate70Pro 24期免息可选 2026新机X60 GT骁龙旗舰芯片 6300mAh青海湖电池 绿洲护眼屏 AI 钛影蓝 16GB+512GB 官方标配【180天只换,2944.00,200+,麒源手机专营店,10210908243108,"['6300mAh', '防水防尘', '绿洲护眼屏', '16GB大内存', '轻薄机身', '骁龙旗舰芯', 'OLED直屏', '6300mAh电池']",钛影蓝 16GB+512GB,200+
新品鸿蒙旗舰 华为mate70pro选购,1745.00,1000+,乾诚手机专营店,10209339017572,"['FHD+高清', '巨鲸长续航', '五星抗跌耐摔', 'IP64三防']",雪域白【256GB】,1000+
华为智选 400 Pro 华为智选手机 2亿超清像素写真人像 5G手机 AI 无线充电 NFC 红外线 7200mAh大电池  12GB+256GB-幻夜黑,3563.00,700+,雅领手机专营店,10178603738645,"['1万+手机达人加购', '续航全天在线']",12GB+256GB-幻夜黑,500+
vivo iQOO Z11 Turbo 16GB+512GB 沧浪浮光骁龙8Gen5 自研电竞芯片Q2 2亿大底超级主摄 学生游戏手机,3299.00,,iQOO京东自营旗舰店,100234402245,"['自研电竞芯片', '时尚外观', '沧浪浮光色', '16GB大内存']",沧浪浮光,5万+
HUERIAI旗舰顶配80Pro 5G手机 1TB超薄大屏 骁龙8+芯 8000mAh电池游戏电竞高刷全网通双卡双待百元便宜 鎏金色【补贴秒杀 | 今日特价】 16GB+256GB 官方标配,1099.00,1万+,HUERI智趣专卖店,10208813121267,"['骁龙8+处理器', '一亿像素超清拍照', '2026旗舰新款', '8000mAh', '高刷屏幕', '大气外观', '超薄大屏', '双卡双待']",鎏金色【补贴秒杀 | 今日特价】,500+
华为（HUAWEI）手机华为 Mate70Pro 24期免息可选 2026新机X60 GT骁龙旗舰芯片 6300mAh青海湖电池 绿洲护眼屏 AI 钛影银 16GB+512GB 官方标配【180天只换,2944.00,200+,麒源手机专营店,10210908243105,"['防水防尘', '6300mAh', '绿洲护眼屏', '骁龙8+芯', '5000万像素', 'IP65防护', 'OLED直屏', '6300mAh电']",钛影银 16GB+512GB,200+
华为nova 12 Pro 512GB 曜金黑#4K超广角镜头前置6000万人像追焦双摄 100W快充手机【赠流量卡】,2499.00,2000+,中国电信京东自营旗舰店,100160994040,"['出色影像', '1万+手机达人加购']",曜金黑,2000+
小米 Turbo 4 Pro 16+512,2499.00,100万+,小米京东自营旗舰店,100201589724,"['高频调光', '三防标准']",黑色,50万+
华为手机2026热销 华为5G智选新品80 Pro 24期免息 昆仑玻璃 6100mAh大电池 OLED护眼屏补贴华为mate80 星空黑【24G(12+12)+512GB】 12期免息【季度碎屏险+,2499.00,700+,德凯英顿手机专营店,10209823072253,"['昆仑玻璃耐摔', '柔光护眼屏', '智能红外遥控', '大电池续航', '防水防尘', '快充技术', '红外遥控', '昆仑玻璃', '轻薄设计', 'OLED护眼']",星空黑【24G(12+12)+512GB】,200+
华为Mate80pro版本选购24期【免息】70X 活力 2026新机上市手机华为一键北斗大电池长续航五星抗摔补贴 【曜金黑 512GB】 蓝牙套装版【180天只换不修+三年质保+碎屏险】,2468.00,200+,越尔庆手机专营店,10205593844863,"['大电池续航', '防水防尘', '一键北斗', '五星抗摔']",【曜金黑 512GB】,200+
华为Mate80pro版本选购24期【免息】70X 活力 2026新机上市手机华为一键北斗大电池长续航五星抗摔补贴 【冰晶蓝 128GB】 蓝牙套装版【180天只换不修+三年质保+碎屏险】,1968.00,1000+,泓朗手机通讯专营店,10203084068431,,【冰晶蓝 128GB】,1000+
小米（MI）REDMI Turbo 4 Pro 第四代骁龙8s 7550mAh长续航 16GB+512GB 粉金色 小米红米5G手机,2499.00,100万+,小米京东自营旗舰店,100191176323,"['OLED屏', '高频PWM']",粉金色,50万+
荣耀GT 荣耀幻影引擎 第三代骁龙8 荣耀AI绿洲护眼电竞屏 12+512 冰晶白 5G AI 新款游戏手机 国家补贴,1999.00,40万+,荣耀京东自营旗舰店,100162469372,"['荣耀幻影引擎', '绿洲护眼电竞屏', '80-119W快充', '高速反应']",冰晶白,20万+
一加 Turbo 6 12GB+256GB 追光银 oppo 9000mAh冰川电池  165Hz高刷东方屏 智能游戏电竞手机 国家补贴,2299.00,7万+,一加手机京东自营旗舰店,100309764698,"['追光银设计', '电竞三芯', '超高刷东方屏', '性能超新星']",追光银,5万+
HUAYAI手机P70 Pro2026旗舰新款上市16+1TB大内存 持久流畅144Hz高刷大屏7900大电池超长续航5G全网通 冰晶蓝 旗舰版12+256G【官方标配+质保三年】,1799.00,2000+,HUAY旗舰店,10161531873105,"['3万+手机达人浏览', '1万+手机达人加购']",冰晶蓝,1000+
vivo iQOO Z11 Turbo 12+256,2499.00,,iQOO京东自营旗舰店,100310978328,"['2亿大底超级主摄', '自研电竞芯片Q', '新品上市', '骁龙8Gen5']",天光白,5万+
vivo iQOO Z10 Turbo+ 16GB+512GB 极地灰 天玑9400+旗舰芯  8000mAh超薄蓝海电池 国家补贴 电竞手机,2999.00,,iQOO京东自营旗舰店,100255132186,"['轻薄便携', '8000mAh电池', '自研芯片Q2', '轻奢风格']",极地灰,20万+
荣耀GT 荣耀幻影引擎 第三代骁龙8 荣耀AI绿洲护眼电竞屏 12+256 极光绿 5G AI 新款游戏手机 国家补贴,1799.00,40万+,荣耀京东自营旗舰店,100162425358,"['NFC便捷', '大底主摄', '高频PWM', '荣耀幻影引擎']",极光绿,20万+
VERTU【新品 咨询专属特惠】威图纬图官方奢品手机META全面屏AI智能体手机新机上市5g高端加密商务手机 浅金款-碳纤维 12GB+1TB,36800.00,300+,VERTU官方旗舰店,10128247690440,,浅金款-碳纤维,200+
华为畅享 70X 尊享版 512GB 星海蓝 6100mAh华为巨鲸长续航 麒麟8000芯片鸿蒙系统华为手机,1899.00,,华为京东自营旗舰店,100300133994,"['OLED曲面', '鸿蒙智能手机', '麒麟8000芯片', '鸿蒙智能']",星海蓝,5万+
华为新品5G手机 2025智选新机上市 80pro 24期免息 6100mAh长续航红外遥控昆仑玻璃华为补贴手机mate80 星空黑【24GB(12+12)+512GB】 豪礼套装 | 365天只换不,2796.00,400+,德凯英顿手机专营店,10186192915515,"['巨鲸续航', '红外遥控', '快充技术', '防水防尘']",星空黑【24GB(12+12)+512GB】,200+
vivo iQOO Z11 Turbo 12GB+256GB 极夜黑骁龙8Gen5 自研电竞芯片Q2 2亿大底超级主摄 学生游戏手机,2499.00,,iQOO京东自营旗舰店,100312801490,"['自研电竞芯片Q', '2亿大底超级主摄', '轻奢设计', '快速充电']",极夜黑,5万+
HUAWEI Mate 80 Pro 第二代红枫影像鸿蒙AI直屏鸿蒙手机华为mate80pro手机 官方正品 晨曦金 16GB+512GB 全网通 官方标配,6999.00,900+,京联通达旗舰店,10199737737707,"['现货速发', '8万+人浏览', '100+人已买']",晨曦金,200+
华为（HUAWEI）手机华为Pura80pro 24期免息可选 2026新机Power 8000mAh电池 power2 自研C1+通讯芯片 十面抗摔 旭日橙 12GB+512GB【荣耀power2】,4099.00,200+,麒源手机专营店,10210836207392,"['十面抗摔', '青海湖电池', '8000mAh', '大电池续航', 'SGS认证', '12GB内存', 'NFC功能', '曲面屏幕', '抗摔设计']",旭日橙 12GB+512GB【荣耀power2】,200+
华为 nova 14  512GB 凝霜白 后置多焦段质感人像 鸿蒙AI 100W超级快充 华为手机【赠话费券】国家补贴,2299.00,8万+,京东手机自营旗舰店,100229686896,"['鸿蒙AI', '100W快充', '多焦段人像三摄', '大底主摄']",凝霜白,5000+
华为智选新品5G手机 70plus 鸿蒙生态24期免息 智能红外线 40W巨鲸续航 抗摔防水耐用 选mate补贴80 冰晶蓝【12+256GB】 12期|免息【赠季度碎屏险+延保+蓝牙耳机】,2199.00,200+,乾诚手机专营店,10210918743838,"['新品5G手机', '鸿蒙生态', '智能红外遥控', '简约风格', '40W快充', '冰晶蓝色', 'LCD屏幕', '大气外观', '抗摔防水', '巨鲸续航']",冰晶蓝【12+256GB】,100+
HUAWEI Mate X7 折叠屏手机 超可靠折叠玄武架构 华为折叠屏鸿蒙 华为matex7手机 官方正品 现货速发 曜石黑 12GB+512GB全网通,13999.00,1000+,炜东电商旗舰店,10200281263496,"['4千+店铺粉丝浏览', '超20万人店内购买']",曜石黑,1000+
华为手机5G智选新品 80plus 2026新机上市 6620mAh巨鲸续航 红外遥控 玄甲架构 华为补贴手机mate80 幻夜黑 24GB(12+12)+512GB 耳机套餐【365天只换不修+碎屏,2184.00,100+,迪旺手机专营店,10208271518916,"['巨鲸续航', '玄甲架构', '红外遥控', '大内存储']",幻夜黑 24GB(12+12)+512GB,100+
vivo iQOO Z10 Turbo+ 12GB+512GB 云海白 天玑9400+旗舰芯  8000mAh超薄蓝海电池 国家补贴 电竞手机,2699.00,,iQOO京东自营旗舰店,100193879475,"['时尚外观', '自研芯片Q2', '超大电池', '旗舰芯片']",云海白,20万+
华为（HUAWEI）手机华为Pura80pro 24期免息可选 2026新机Power 8000mAh电池 power2 自研C1+通讯芯片 十面抗摔 雪原白 12GB+512GB【荣耀power2】,4099.00,200+,麒源手机专营店,10210836207398,"['8000mAh', '青海湖电池', '十面抗摔', '12GB内存', '大电池续航', '高频PWM', '曲面屏设计', '抗摔防护强', 'NFC功能']",雪原白 12GB+512GB【荣耀power2】,200+
华为手机华为70pro 择购 X70 5G新品旗舰手机2025款上市 无线快充 硬核抗摔防水 支持NFC 红外遥控 12GB+512GB 朱砂红 官方标配【180天只换不修+碎屏保+蓝牙耳机】,2788.00,500+,之优品手机专营店,10210560030231,"['10万+人浏览', '新品', '只换不修', '200+人收藏']",12GB+512GB 朱砂红,200+
华为（HUAWEI）华为手机mate70 Pro 24期【免息】可选 2025新机x70金标 8300mAh青海湖电池 十面抗摔 ip69防水NFC 幻夜黑 12GB+512GB [送蓝牙耳机] 24,3099.00,200+,理妙实手机专营店,10206658856854,"['pi69防水', '十面抗摔NFC', '青海湖电池']",幻夜黑 12GB+512GB [送蓝牙耳机],200+
华为5G智选手机华为80pro【国家补贴】2025新机上市 24期免息 6100mAh续航 十倍耐摔 补贴华为mate80 24GB(12+12)+512GB星海蓝 12期白条【赠1年延保+季度碎屏险,2652.00,300+,迪旺手机专营店,10211027867257,"['OLED 护眼屏', '昆仑玻璃十倍耐摔', '大电池长续航']",24GB(12+12)+512GB星海蓝,34
iQOO13 16GB+512GB 骁龙8至尊版 5G手机 2025新款 选购24期 星芒白z9x 8GB＋256GB,1299.00,6000+,创利科技小店,10142124390097,"['星芒白色', '骁龙8优质', 'IP68防护', '16GB内存']",星芒白z9x,2000+
HUAWEI Mate 80 Pro Max 全金属玄武架构 超透亮灵珑屏鸿蒙手机华为mate80promax官方正品 极夜黑 16GB+512GB 官方标配,8799.00,1000+,京联通达旗舰店,10199739030166,"['5万+人加购', '500+店铺会员浏览', '当天发']",极夜黑,500+
小米 REDMI Note14,888.00,30万+,小米京东自营旗舰店,100119685899,"['OLED直屏', '轻薄设计', '高效处理器', '超强续航']",星辉白,20万+
华为 nova 15 256GB 带感绿 麒麟8020芯片 多焦段红枫影像北斗卫星消息 100W超级快充华为手机鸿蒙系统,2549.00,,华为京东自营旗舰店,100307090472,"['北斗卫星消息', '麒麟8020芯片', '北斗卫星', '麒麟芯片']",带感绿,5万+
华为 nova 15 Ultra 1TB 零度白麒麟9系芯片前后红枫影像6.8mm超薄机身 天通北斗双卫星通信华为手机,4849.00,,华为京东自营旗舰店,100230122947,"['前后红枫影像', '100W超级快充', '红枫影像', 'OLED直屏']",零度白,2万+
OPRDP80pro手机1024G大内存7800mAh快充大电池5G全网通骁龙888全新原装正品防水防摔拍照手机 香颂绿 16G运行+1024G（1TB）内存,1498.00,5000+,OPRD官方旗舰店,10159325252592,"['防水防摔', '原装正品', '大容量电池', '900+人已买']",香颂绿,2000+
荣耀畅玩70 Plus  12+512幻夜黑,1439.00,3万+,京东手机自营旗舰店,100200300263,"['AI功能方便', '耐用抗造', '超大电池', '大屏体验']",幻夜黑,2万+
华为mete70pro手机 可选畅享70x  5G全网通 鸿蒙系统一键北斗 曲屏NFC 麒麟芯片 长续航闪充 防水防摔 512GB【曜金黑】+送蓝牙耳机,2499.00,600+,慕霖轩手机专营店,10206652352213,"['鸿蒙曲面', '超耐摔机', '512GB大存', 'IP64防护']",512GB【曜金黑】+送蓝牙耳机,500+
华为手机5G智选新品 80Plus 2026新机上市 6620mAh巨鲸续航 红外遥控 玄甲架构 华为补贴手机mate70pro 雅川青 24GB(12+12)+512GB 耳机套餐【365天只换不修,2099.00,300+,迪旺手机专营店,10208270930828,"['巨鲸续航', '玄甲架构强劲', '防水防尘设计', '红外遥控便捷', '大电池续航', '高内存流畅', '红外遥控', '玄甲架构']",雅川青 24GB(12+12)+512GB,200+
HAIUWEI手机1024G大内存5G双卡9800mAh快充大电池抗摔防水拍照 雅青 16GB运行+128GB内存 官方标配,1198.00,4000+,享科经营部,10153995638976,"['200+手机达人收藏', '抗摔防水']",雅青,1000+
华为2026上市新款智选5G手机 80Plus 24期免息 6620mAh巨鲸续航 红外遥控 玄甲架构华为补贴手机mate80 幻夜黑 24GB(12+12)+512GB 耳机套餐【365天只换不修+,3199.00,,德凯英顿手机专营店,10209820347203,"['大气设计', '巨鲸续航', 'IP64防护', '玄甲架构']",幻夜黑 24GB(12+12)+512GB,48
华为（HUAWEI）手机华为Mate70pro 24期免息可选 2026新机 X70金标十面抗摔 8300mAh青海湖电池 IP69防水 护眼屏 幻夜黑 12GB+512GB 蓝牙套装版【180天只换,2694.00,200+,麒源手机专营店,10210832498272,"['十面抗摔', '8300mAh', '三防标准', '5000万像素', '抗摔认证', 'OLED直屏', 'IP69防水', '红外遥控']",幻夜黑 12GB+512GB,200+
华为（HUAWEI）手机Mate70 pro 24期免息可选 400 2025新品上市 2亿超清写真人像 7200mAh大电池 学生 拍照5G手机 流沙粉【12GB+256GB】【荣耀400】 蓝牙套,2699.00,300+,越尔庆手机专营店,10205709579463,"['蓝牙套装版', '超清写真人像', '大电池续航', '5G高速网络']",流沙粉【12GB+256GB】【荣耀400】,200+
HUAWEI Mate 80 Pro 第二代红枫影像鸿蒙AI直屏鸿蒙手机华为mate80pro手机 官方正品 晨曦金 16GB+512GB 全网通 官方标配,6999.00,900+,京联通达旗舰店,10199737737707,"['现货速发', '8万+人浏览', '100+人已买']",晨曦金,200+
华为5G智选手机 80pro新机2025上市 24期免息 6100mAh大电池 红外遥控 昆仑玻璃 华为补贴手机mate80 晨光白 24GB(12+12)+512GB 24期白条| 365天只换不修,3799.00,,唯绅手机专营店,10208656492498,"['红外遥控', '巨鲸续航', '昆仑玻璃']",晨光白 24GB(12+12)+512GB,15
华为（HUAWEI）Pura70Pro+国行原装机5G正品麒麟9010芯片pura70pro拍照便宜手机 Pura_70_羽砂黑 12GB+256GB,4918.00,,讯捷数码演示机店,10208902826872,"['时尚屏幕', '5G高速网', '强劲性能', '大内存运行', '麒麟芯片']",Pura_70_羽砂黑,1
vivo Y300t 12GB+512GB 岩白 国家补贴 6500mAh超薄蓝海电池 天玑7300长久流畅芯 全功能NFC AI手机,1699.00,9万+,vivo京东自营旗舰店,100154164101,"['长久流畅', '全功能NFC', '天玑7300', 'AI智能']",岩白,5万+
OPPO【国家补贴+12期】OPPO Reno15 Pro 直播神器手机新款 opporeno15pro 全网通5g拍照学生手机oppo 可露丽棕 12GB+256GB 官方标配【全国联保】,3699.00,1000+,OPPO数码手机旗舰店,10197337760980,"['国家补贴', '4千+手机达人加购', '直播超稳超清']",可露丽棕,500+
iQOO13 16GB+512GB 骁龙8至尊版 5G手机 2025新款 选购24期 星芒白z9 12GB＋256GB,1599.00,6000+,创利科技小店,10142124390110,"['5G网络支持', 'IP68防水', '骁龙8优质版', '星芒白配色']",星芒白z9,2000+
华为2026上市新款智选5G手机 80Plus 24期免息 6620mAh巨鲸续航 红外遥控 玄甲架构华为补贴手机mate80 幻夜黑 24GB(12+12)+256GB 耳机套餐【365天只换不修+,2969.00,,德凯英顿手机专营店,10209820347194,"['大气外观', 'HD+屏幕', 'IP64三防', '5000万像素', '防水防尘', '红外遥控', '玄甲架构', '巨鲸续航']",幻夜黑 24GB(12+12)+256GB,48
vivo S50 12GB+512GB 悠悠蓝 主摄级长焦Live 高通第三代骁龙8s 湿手秒开超声波指纹2.0 AI拍照手机,3099.00,,vivo通讯京东自营专区,100227012441,"['AI拍照', '超声波指纹', '红外遥控', 'NFC功能']",悠悠蓝,1万+
OPPO【国家补贴15%】Reno15新品上市opporeno15新款oppo手机5g全网通拍照手机 超清2亿像素 满级防水 极光蓝 12+256GB 官方标配,2999.00,4000+,OPPO智能数码旗舰店,10196624110243,"['3万+手机达人浏览', '满级防水', '400+人已买']",极光蓝,2000+
vivo iQOO 15 16+1TB 三星珠峰屏,5499.00,,iQOO京东自营旗舰店,100212926095,"['自研芯片Q3', '2K三星珠峰屏', '时尚钛色', '第五代骁龙']",凌云,10万+
华为5G智选手机 80pro新机2025上市 24期免息 6100mAh大电池 红外遥控 昆仑玻璃 华为补贴手机mate80 星空黑 24GB(12+12)+512GB 24期白条| 365天只换不修,3799.00,,唯绅手机专营店,10208656492495,"['巨鲸续航', '防尘防水', '高清屏幕', '快充技术', '大电池续航', '红外遥控', '昆仑玻璃']",星空黑 24GB(12+12)+512GB,15
华为2026热销 5G新品 80 Pro智选手机 红外遥控 AI智慧助手昆仑玻璃+玄甲机身 华为鸿蒙生态手机 星海蓝 12G+512GB 官方标配【180天只换不修+2年保修+碎屏保】,2718.00,2000+,华良数码手机店,10161205998035,"['轻薄机身', '高频调光', '5000万像素', 'OLED直屏']",星海蓝 12G+512GB,1000+
华为（HUAWEI）智选畅享80Pro 5G手机【限时补贴】昆仑玻璃10倍耐摔 鸿蒙 6100mAh+40W巨鲸续航护眼屏 游戏学生 12GB+512GB 星空黑 标配 【赠延保+碎屏保】,2899.00,1万+,优品手机通讯专营店,10173971058239,"['抗摔防水', '本店手机热销第1名', '鸿蒙安全守护']",12GB+512GB 星空黑,1万+
华为手机5G新品 畅享80 Pro【国家补贴】24期免息手机华为昆仑玻璃十倍耐摔OLED护眼屏 补贴mate80 24GB(12+12)+512GB 晨光白 24期白条免息【运费险+碎屏险+两年延保】,3204.70,3000+,福购手机专营店,10189949499020,"['华为新机上市', '昆仑抗摔玻璃', '华为巨鲸续航', '5000万像素', '昆仑玻璃', '红外遥控', 'IP64防护', '十倍耐摔', '512GB存储', 'OLED护眼']",24GB(12+12)+512GB 晨光白,2000+
vivo S50 12GB+512GB 深空黑 主摄级长焦Live 高通第三代骁龙8s 湿手秒开超声波指纹2.0 AI拍照手机,3099.00,,vivo通讯京东自营专区,100302941932,"['OLED直屏', '主摄级长焦', '超声波指纹', '80-119W快充']",深空黑,1万+
17promax【0首付24期免息】17pro 17ProMax 17 双卡双待 全网通5G手机 苹果17pro 星宇橙色 256GB全网通+配件礼包,7728.00,1000+,智选数码买手店,10205395495092,"['配件礼包', '256GB存储', '星宇橙色', '双卡双待']",苹果17pro 星宇橙色,500+
华为畅享 70X 尊享版 256GB 曜金黑 6100mAh华为巨鲸长续航 麒麟8000芯片华为手机【赠话费券】 京东自营,1699.00,1万+,京东手机自营旗舰店,100226583809,"['9千+店铺粉丝浏览', '2万+手机达人加购']",曜金黑,2万+
华为 nova 15 256GB 好搭紫 麒麟8020芯片 多焦段红枫影像 鸿蒙AI 臻彩OLED直屏鸿蒙手机【京东快递】,2599.00,4000+,京东手机直营旗舰店,100310722738,"['轻薄设计', '高频PWM', 'AI影像', '5000万像素']",好搭紫,2000+
HAIUWEI手机1TB内存9800mAh快充,1198.00,4000+,享科经营部,10153995638976,"['高清拍照', '生活防水防尘', 'OLED屏', '大内存畅享', '快充技术加持', '三防标准时尚', '双卡双待']",雅青,1000+
华为2026年新款5G手机 华为畅享80 Plus 【国家补贴】0首付12/24免息 玄甲架构6620mAh40W快充 补贴 【珍珠白】24(12+12)GB+512GB 全新官方正品【赠碎屏险+运费,2288.00,300+,京浩手机专营店,10208816910595,"['耐摔防水', '红外遥控', '超大电池', '40W快充', '珍珠白色', 'LCD屏幕', '2026最新款', '512GB存储']",【珍珠白】24(12+12)GB+512GB,200+
华为智选2025新机上市 80 Pro 华为鸿蒙生态5G手机 昆仑玻璃十倍耐摔 6100mAh+40W续航 OLED臻彩护眼屏 12GB+512GB 星空黑 官方标配 180天只换不修+3年质保+碎屏,2699.00,1000+,京之优手机专营店,10166668187953,"['900+人已买', '只换不修', '官方标配']",12GB+512GB 星空黑,500+
华为手机5G新品80 Pro 24期免息手机华为2026新机上市昆仑玻璃十倍耐摔臻彩护眼屏 巨鲸续航补贴80 12+512GB 星海蓝 官方标配【赠90碎屏险+3年保修+蓝牙耳机】,2216.00,100+,乾诚手机专营店,10211336121078,"['新品5G手机', '昆仑玻璃护眼屏', '鸿蒙生态']",12+512GB 星海蓝,100+
华为5G智选手机 80pro新机2025上市 24期免息 6100mAh大电池 红外遥控 昆仑玻璃 华为补贴手机mate80 星空黑 24GB(12+12)+256GB 礼包套装 | 365天只换不修,2999.00,,唯绅手机专营店,10208656492484,"['巨鲸续航', '昆仑玻璃', '大电池续航', '红外遥控', '快速充电', '时尚外观']",星空黑 24GB(12+12)+256GB,15
荣耀X70 8+128 幻夜黑 金标十面抗摔 8300mAh青海湖电池 IP69防水 荣耀绿洲护眼屏 AI手机 国家补贴,1399.00,90万+,荣耀京东自营旗舰店,100248102702,"['高像素拍摄', '大屏显示', '大内存储存', '防水防尘']",幻夜黑,50万+
OPPO【国家补贴+12期】OPPO Reno15 Pro 直播神器手机新款 opporeno15pro 全网通5g拍照学生手机oppo 可露丽棕 12GB+256GB 官方标配【全国联保】,3699.00,1000+,OPPO数码手机旗舰店,10197337760980,"['国家补贴', '4千+手机达人加购', '直播超稳超清']",可露丽棕,500+
华为2026新机上市 智选80 Plus 5G旗舰手机 鸿蒙生态 超级快充 红外遥控 昆仑玻璃+玄甲机身 巨鲸续航 12GB+512GB 幻夜黑 蓝牙套装版| 365天只换不修+碎屏险+3年质保,2499.00,5000+,京之优手机专营店,10209066114010,"['鸿蒙安全守护', '华为巨鲸长续航', '双五星耐摔防水', '优质快充']",12GB+512GB 幻夜黑,2000+
荣耀400 AI 2亿超清写真人像 7200mAh青海湖大电池 12+512 幻夜黑 5G AI 新款 学生 拍照手机 国家补贴,2599.00,30万+,荣耀京东自营旗舰店,100172364637,"['大电池续航', '高频PWM', '2亿写真人像', 'OLED直屏']",幻夜黑,20万+
华为（HUAWEI）手机华为Mate70pro 24期免息可选 2026新机 X70金标十面抗摔 8300mAh青海湖电池 IP69防水 护眼屏 朱砂红 12GB+512GB 蓝牙套装版【180天只换,2694.00,200+,麒源手机专营店,10210832498275,"['IP69防水', '朱砂红色', '8300mAh', '护眼屏幕']",朱砂红 12GB+512GB,200+
华为手机2025新机上市畅享 70X鸿蒙【12期|免息】五星超耐摔6100mAh巨鲸长续航地震预警北斗卫星通信 曜金黑 256GB 【官方标配】【赠：季度碎屏险】,1461.05,5000+,好机汇手机旗舰店,10194750378880,"['5万+手机达人加购', '25万+人浏览']",曜金黑,2000+
vivo S50 16GB+512GB 深空黑 主摄级长焦Live 高通第三代骁龙8s 湿手秒开超声波指纹2.0 AI拍照手机,3599.00,,vivo京东自营旗舰店,100302941938,"['OLED直屏', 'AI拍照', '长焦Live', '超声波指纹']",深空黑,5万+
