标题,原价,销量,店名,id,卖点,颜色,评论,销量_数字
vivo iQOO Neo11 骁龙8至尊版 自研电竞芯片 2K144Hz屏 游戏手机 疾影黑 12GB+256GB国家补贴 联通特惠,2699.0,1000+,中国联通京东自营旗舰店,100320066260.0,"['骁龙8优质', '2K高清屏', '轻奢风格', '疾影黑色', '电竞芯片']",疾影黑,500+,1000
华为（HUAWEI）Pura70  华为P70Pro P70系列 国行正品激活 P70 冰晶蓝 12GB+256GB,3099.0,1000+,华鸿手机拼购店,10188894987324.0,"['高频PWM', '大底主摄', '轻薄设计', 'LTPO屏幕']",P70 冰晶蓝,500+,1000
华为2025上市 5G新品 智选80 pro  昆仑玻璃十倍耐摔 长续航红外遥控 男女士新款手机 星空黑 12GB+512GB 官方标配【180天只换不修+三年保修+碎屏保】,2518.0,1000+,鸿福手机专营店,10183964623168.0,"['官方标配', '1万+人加购', '9千+手机达人加购']",星空黑 12GB+512GB,1000+,1000
华为（HUAWEI）nova 15 12GB+512GB 幻夜黑 麒麟8020芯片 多焦段红枫影像 臻彩OLED直屏鸿蒙智能手机 支架套装,2829.0,1000+,1号会员店,100232381111.0,,nova15,500+,1000
华为新品5G手机 华为畅享80 S 24期免息 华为智选2025新机上市鸿蒙生态耐摔防水华为补贴手机70pro 曜石黑16GB(8+8)+256GB 官方标配【季度碎屏险+两年质保+运费险】,1789.0,1000+,德凯英顿手机专营店,10203500003484.0,"['长续航电池', '防水防尘', '轻薄机身', '流畅运行', 'LCD屏幕', '纯色设计', '时尚外观', '耐摔防水', '天玑芯片', '鸿蒙生态']",曜石黑16GB(8+8)+256GB,1000+,1000
新品鸿蒙旗舰 华为mate70pro选购,1745.0,1000+,乾诚手机专营店,10209339017575.0,"['IP64防护', 'FHD+显示', '冰晶蓝色', '8GB内存', '鸿蒙系统流畅', '大电池续航', '6000mAh电量', '五星抗跌耐摔', '巨鲸长续航', '新品鸿蒙手机']",冰晶蓝【256GB】,1000+,1000
5G旗舰 华为Mate80pro手机上市,2998.0,1000+,京臻智选手机专营店,10185577636286.0,,店长推荐-曜金黑【512G】,2000+,1000
HUMEAI手机1TB超大内存9800mAh快充长续航骁龙888学生电竞老人AI智能拍照  全新 青色 16GB运行+1TB (1024GB)内存 官方标配,1998.0,1000+,HUMEAI旗舰店,10162377762456.0,"['热销榜第1名', '6400W拍照', '三防标准', '抗摔防水', 'AI拍照', 'OLED曲面', '超大内存', '1TB大内存', '快充续航']",青色,1000+,1000
华为手机华为70pro 择购H0N0R×70 5G新品旗舰 2025款上市  快充 硬核抗摔防水 支持NFC 红外遥控 幻夜黑12GB+512GB 蓝牙耳机版|送3年保修+180只换不修+碎屏保,2928.0,1000+,智果星手机专营店,10172489306018.0,,幻夜黑12GB+512GB,1000+,1000
华为（HUAWEI）nova 15 12GB+256GB 幻夜黑 麒麟8020芯片 多焦段红枫影像 臻彩OLED直屏鸿蒙智能手机 支架套装,2528.0,1000+,1号会员店,100232381081.0,"['轻薄设计', '高频PWM', '麒麟芯片', '红枫影像']",nova15,500+,1000
华为2025上市 5G新品 智选80 pro  昆仑玻璃十倍耐摔 长续航红外遥控 男女士新款手机 晨光白 12GB+512GB 官方标配【180天只换不修+三年保修+碎屏保】,2518.0,1000+,鸿福手机专营店,10183666739244.0,"['大气外观', '昆仑玻璃', '十倍耐摔', '高频PWM']",晨光白 12GB+512GB,1000+,1000
华为（HUAWEI）nova 15 华为手机新品上市 麒麟8020芯片 多焦段红枫影像 鸿蒙AI 臻彩OLED直屏鸿蒙智能手机 幻夜黑 12GB+256GB 官方标配,2699.0,900+,华为大鹏专卖店,10205546013078.0,,幻夜黑,500+,900
HUAWEI Mate 80 Pro 第二代红枫影像鸿蒙AI直屏鸿蒙手机华为mate80pro手机 官方正品 晨曦金 16GB+512GB 全网通 官方标配,6999.0,900+,京联通达旗舰店,10199737737707.0,"['现货速发', '8万+人浏览', '100+人已买']",晨曦金,200+,900
华为（HUAWEI）nova 15 华为手机新品上市 麒麟8020芯片 多焦段红枫影像 鸿蒙AI 臻彩OLED直屏鸿蒙智能手机 幻夜黑 12GB+256GB 官方标配,2699.0,900+,华为大鹏专卖店,10205546013078.0,"['多焦段红枫影像', '麒麟8020芯片', '北斗卫星图片消息', '麒麟8020芯']",幻夜黑,500+,900
一加  Ace 6T 【国家补贴】oppo 第五代骁龙 8 165Hz 超高刷电竞屏 学生游戏智能手机 闪速黑 12GB+256GB 官方标配,2599.0,800+,京诚旗舰店,10201507753860.0,"['性能旗舰新选择', '高性能处理器']",闪速黑,500+,800
华为手机新品【国家补贴】70X 畅享活力版 巨鲸超能长续航鸿蒙双五星超耐摔鸿蒙手机mate全国联保1年 曜金黑【赠180只换不修+90天碎屏险+运费险】 8G+512GB 全网通 店长推荐+蓝牙耳机套,2089.0,800+,优选手机通讯专营店,10166930926419.0,"['6100大电池', '鸿蒙安全', '原装40W极速充', '月销售10W+']",曜金黑【赠180只换不修+90天碎屏险+运费险】,500+,800
华为手机新品【国家补贴】70X 畅享活力版 巨鲸超能长续航鸿蒙双五星超耐摔鸿蒙手机mate全国联保1年 曜金黑【赠180只换不修+90天碎屏险+运费险】 8G+512GB 全网通 6期免息+蓝牙耳机套,2349.0,800+,优选手机通讯专营店,10210169031786.0,"['鸿蒙系统', '大内存储', '快充技术', '防水防尘', '超能续航', 'OLED曲面']",曜金黑【赠180只换不修+90天碎屏险+运费险】,500+,800
新品鸿蒙旗舰 华为mate70选购,1765.0,800+,京晟鑫手机专营店,10208872822225.0,"['巨鲸长续航', '双五星安全', '26-49W快充', '一键北斗']",曜金黑【256GB】,500+,800
华为手机新品【国家补贴】70X 畅享活力版 巨鲸超能长续航鸿蒙双五星超耐摔鸿蒙手机mate全国联保1年 曜金黑【赠180只换不修+90天碎屏险+运费险】 8G+512GB 全网通 12期免息+蓝牙耳机,2399.0,800+,优选手机通讯专营店,10210169031788.0,"['简约风格', '防水防尘', '超能续航', 'IP64三防', 'OLED曲面']",曜金黑【赠180只换不修+90天碎屏险+运费险】,500+,800
华为手机新品mate70pro上市,1478.0,700+,优达数码手机店,10196101933481.0,"['只换不修', '400+人已买', '抗摔防水', '官方标配']",曜石黑 6GB+128GB,500+,700
华为手机2026热销 华为5G智选新品80 Pro 24期免息 昆仑玻璃 6100mAh大电池 OLED护眼屏补贴华为mate80 星空黑【24G(12+12)+512GB】 豪礼套装版【季度碎屏险+,2498.82,700+,德凯英顿手机专营店,10209823072252.0,"['24期免息购', '大电池续航', 'OLED护眼', '智能红外遥控']",星空黑【24G(12+12)+512GB】,200+,700
华为手机新升级2026热销 卫星通信70X尊享 支持多场景NFC 电池长续航 双曲护眼屏 五星抗跌耐摔 Mate 耀金黑【512GB】 蓝牙套装版丨【3年保修+180天只换不修+碎屏险】,2946.0,700+,京琅手机专营店,10154232316490.0,"['北斗卫星通信', '曲面护眼屏', '五星抗跌', '多场景NFC']",耀金黑【512GB】,500+,700
华为手机2026热销 华为5G智选新品80 Pro 24期免息 昆仑玻璃 6100mAh大电池 OLED护眼屏补贴华为mate80 星空黑【24G(12+12)+256GB】 12期免息【季度碎屏险+,2299.0,700+,德凯英顿手机专营店,10209823072244.0,"['昆仑玻璃耐摔', '柔光护眼屏', '智能红外遥控', '大电池续航', '快充技术', '红外遥控', '星空黑色', '昆仑玻璃', '轻薄设计', 'OLED护眼']",星空黑【24G(12+12)+256GB】,200+,700
华为手机2026热销 华为5G智选新品80 Pro 24期免息 昆仑玻璃 6100mAh大电池 OLED护眼屏补贴华为mate80 晨光白【24G(12+12)+512GB】 豪礼套装版【季度碎屏险+,2616.47,700+,德凯英顿手机专营店,10209823072255.0,"['昆仑玻璃耐摔', '智能红外遥控', '柔光护眼屏', '大电池续航', '昆仑玻璃', '红外遥控', '轻薄设计', 'OLED护眼']",晨光白【24G(12+12)+512GB】,200+,700
华为手机2026热销 华为5G智选新品80 Pro 24期免息 昆仑玻璃 6100mAh大电池 OLED护眼屏补贴华为mate80 星空黑【24G(12+12)+512GB】 12期免息【季度碎屏险+,2499.0,700+,德凯英顿手机专营店,10209823072253.0,"['昆仑玻璃耐摔', '柔光护眼屏', '智能红外遥控', '大电池续航', '防水防尘', '快充技术', '红外遥控', '昆仑玻璃', '轻薄设计', 'OLED护眼']",星空黑【24G(12+12)+512GB】,200+,700
华为手机2026热销 华为5G智选新品80 Pro 24期免息 昆仑玻璃 6100mAh大电池 OLED护眼屏补贴华为mate80 晨光白【24G(12+12)+256GB】 豪礼套装版【季度碎屏险+,2368.23,700+,德凯英顿手机专营店,10209823072246.0,"['智能红外遥控', '昆仑玻璃耐摔', '柔光护眼屏', '大电池续航', '防水防尘', 'OLED护眼', '轻薄设计', '红外遥控', '昆仑玻璃']",晨光白【24G(12+12)+256GB】,200+,700
华为智选 400 Pro 华为智选手机 2亿超清像素写真人像 5G手机 AI 无线充电 NFC 红外线 7200mAh大电池  12GB+256GB-幻夜黑,3563.0,700+,雅领手机专营店,10178603738645.0,"['1万+手机达人加购', '续航全天在线']",12GB+256GB-幻夜黑,500+,700
华为手机2026热销 华为5G智选新品80 Pro 24期免息 昆仑玻璃 6100mAh大电池 OLED护眼屏补贴华为mate80 星海蓝【24G(12+12)+512GB】 豪礼套装版【季度碎屏险+,2616.47,700+,德凯英顿手机专营店,10209823072258.0,"['智能红外遥控', '昆仑玻璃耐摔', '柔光护眼屏', '大电池续航', '红外遥控', '轻薄设计', '昆仑玻璃', 'OLED护眼']",星海蓝【24G(12+12)+512GB】,200+,700
华为手机2026热销 华为5G智选新品80 Pro 24期免息 昆仑玻璃 6100mAh大电池 OLED护眼屏补贴华为mate80 星海蓝【24G(12+12)+256GB】 豪礼套装版【季度碎屏险+,2368.23,700+,德凯英顿手机专营店,10209823072249.0,"['昆仑玻璃耐摔', '柔光护眼屏', '智能红外遥控', '大电池续航', 'OLED护眼', '轻薄机身', '简约设计', '红外遥控', '昆仑玻璃']",星海蓝【24G(12+12)+256GB】,200+,700
2025新品上市 华为Pura80pro选购,1628.0,600+,乾诚手机专营店,10209336941043.0,"['OLED直屏', '玄甲架构', '抗摔认证', '巨鲸长续航']",曜金黑【256GB】,500+,600
华为mete70pro手机 可选畅享70x  5G全网通 鸿蒙系统一键北斗 曲屏NFC 麒麟芯片 长续航闪充 防水防摔 512GB【湖光青】+送蓝牙耳机,2499.0,600+,慕霖轩手机专营店,10206652352215.0,"['IP64防护', '商务三防', '512GB大存', 'NFC便捷', '超耐摔机', '双曲护眼']",512GB【湖光青】+送蓝牙耳机,500+,600
华为手机智选70pro新品5G旗舰 AI大底主摄 鸿蒙安全守护 海量双存 超巨量电池 极速快充 臻彩护眼屏 曜 曜金黑8+256GB 蓝牙耳机套装版|180天只换不修+3年保修+碎屏险,2568.0,600+,京创手机专营店,10211079736490.0,"['安全守护', '4千+手机达人浏览', '只换不修']",曜金黑8+256GB,500+,600
华为mete70pro手机 可选畅享70x  5G全网通 鸿蒙系统一键北斗 曲屏NFC 麒麟芯片 长续航闪充 防水防摔 512GB【曜金黑】+送蓝牙耳机,2499.0,600+,慕霖轩手机专营店,10206652352213.0,"['鸿蒙曲面', '超耐摔机', '512GB大存', 'IP64防护']",512GB【曜金黑】+送蓝牙耳机,500+,600
华为（HUAWEI）手机华为Mate70pro 24期免息可选 2026新机X60 Pro十面抗摔防水耐磨 6600mAh 青海湖 大电池护眼屏 玄武灰【12GB+256GB】荣耀X60Pro 官方标,2262.0,600+,星际浩云手机专营店,10197101533423.0,"['十面抗摔', '6600mAh', '防水耐磨', '大电池续航', '曲面护眼屏', '轻薄机身设计', '十面抗摔防', '三防标准高']",玄武灰【12GB+256GB】荣耀X60Pro,500+,600
华为手机智选80s新品5G旗舰 红外遥控鸿 蒙安全守护 海量存储 五星防水抗摔 臻彩护眼大屏巨量电池mate 曜石黑8GB+256GB 官方|标配 180天只换不修+3年质保+碎屏保,2392.0,600+,京创手机专营店,10211079885082.0,"['500+手机达人加购', '护眼大屏', '碎屏保']",曜石黑8GB+256GB,500+,600
华为（HUAWEI）nova 15 512GB 幻夜黑 麒麟8020芯片 多焦段红枫影像 鸿蒙AI 臻彩OLED直屏鸿蒙智能手机,2799.0,600+,华为移动京东自营专卖店,100232856599.0,"['幻夜黑色', '512GB存储', '臻彩OLED', '多焦段影像']",幻夜黑,500+,600
华为（HUAWEI）nova 15 256GB 幻夜黑 麒麟8020芯片 多焦段红枫影像 鸿蒙AI 臻彩OLED直屏鸿蒙智能手机,2499.0,600+,华为移动京东自营专卖店,100310737916.0,"['鸿蒙AI', '直屏设计', '麒麟8020', '臻彩OLED']",幻夜黑,500+,600
华为手机2026热销 卫星通信70X 尊享版 麒麟80 00八核处理器 支持NFC 卫星通信 长续航 抗跌耐摔 Mate 曜金黑【512GB】 蓝牙套装版【送3年质保+180天只换不修+碎屏险】,2884.0,600+,京余手机专营店,10204136417112.0,"['麒麟八核', 'OLED曲面', '卫星通信', 'NFC支持']",曜金黑【512GB】,500+,600
华为2026热销 5G新品 智选80 Pro手机红外遥控AI智慧助手昆仑玻璃+玄甲机身华为鸿蒙生态国家补贴 mate 星空黑  12GB+512GB 蓝牙套装版丨送3年保修+180天只换不修+碎屏保,2499.0,500+,京臻手机专营店,10193708584999.0,"['国家补贴', '鸿蒙AI智慧助手', '5G新款手机']",星空黑  12GB+512GB,200+,500
华为nova 15 新品手机 麒麟8020芯片 多焦段红枫影像 鸿蒙AI 华为nova15手机 官方正品 幻夜黑 12GB+256GB全网通 官方标配,2549.0,500+,炜东电商旗舰店,10204834650518.0,"['鸿蒙AI', '北斗卫星消息', '官方正品', '高频PWM']",幻夜黑,200+,500
华为2026新机上市 5G旗舰手机 80Plus 双五星耐摔防水 鸿蒙AI防诈 玄甲架构 智能红外遥控 mate80 12GB+256GB 珍珠白 蓝牙套装版【365天只换不修+质保3年+碎屏保】,2088.0,500+,京易达手机专营店,10210006663330.0,"['100+手机达人浏览', '只换不修', '200+人浏览']",12GB+256GB 珍珠白,500+,500
华为（HUAWEI）手机华为Pura80pro 24期免息可选 2025新机Power 8000mAh电池 自研C1+通讯芯片 十面抗摔 沙漠金 8GB+256GB【荣耀power】 官方标配【180,2469.0,500+,星际浩云手机专营店,10198363070778.0,"['8000mAh', '青海湖电池', 'FHD+显示', '沙漠金外观', '抗摔十面体', '三防标准', '十面抗摔', '大电池续航']",沙漠金 8GB+256GB【荣耀power】,200+,500
华为手机华为70pro 择购 X70 5G新品旗舰手机2025款上市 无线快充 硬核抗摔防水 支持NFC 红外遥控 12GB+512GB 朱砂红 官方标配【180天只换不修+碎屏保+蓝牙耳机】,2788.0,500+,之优品手机专营店,10210560030231.0,"['10万+人浏览', '新品', '只换不修', '200+人收藏']",12GB+512GB 朱砂红,200+,500
华为（HUAWEI）手机华为Pura80pro 24期免息可选 2025新机Power 8000mAh电池 自研C1+通讯芯片 十面抗摔 幻夜黑 8GB+256GB【荣耀power】 官方标配【180,2469.0,500+,星际浩云手机专营店,10198363070775.0,"['青海湖电池', '自研通讯芯', '高频PWM', '大电池续航']",幻夜黑 8GB+256GB【荣耀power】,200+,500
华为nova 15 新品手机 麒麟8020芯片 多焦段红枫影像 鸿蒙AI 臻彩OLED直屏鸿蒙智能手机 幻夜黑 12GB+256GB全网通,2699.0,500+,华为京臻选专卖店,10205532557712.0,"['红枫影像', '100W超级快充', '北斗卫星图片消息', '大气外观']",幻夜黑,200+,500
华为nova15 国家补贴,2699.0,400+,京铠玄手机旗舰店,10205521660874.0,"['400+人已买', '5万+人浏览', '性能强劲到底']",幻夜黑,200+,400
华为（HUAWEI）Mate70pro 24期免息可选 2026新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 天海清【8GB+256GB】【荣耀X60Pro】 24期免息【,2359.0,400+,理妙实手机专营店,10203572405711.0,"['6600毫安电池', '一亿像素AI影像', '十面抗摔防水', '大电池续航', '十面抗摔', '防水防尘', 'AI影像', '大底主摄']",天海清【8GB+256GB】【荣耀X60Pro】,200+,400
华为新品5G手机 2025智选新机上市 80pro 24期免息 6100mAh长续航红外遥控昆仑玻璃华为补贴手机mate80 星空黑【24GB(12+12)+512GB】 24期白条| 365天只换不,3298.0,400+,德凯英顿手机专营店,10186192915517.0,"['昆仑玻璃', '巨鲸续航', '红外遥控', '快充技术']",星空黑【24GB(12+12)+512GB】,200+,400
OPPOFind X8 无影抓拍 超轻薄直屏 AI智能拍照一键问屏手机 星野黑 12GB+256GB 原机+3C配件,2489.0,400+,亿万手机数码经营部,10165177024268.0,"['超高速无影抓拍', 'AI千里长焦', '天玑9400芯', 'FHD+显示', 'AI智能拍照', '红外遥控', '超轻薄直屏', '无影抓拍', '天玑9400']",星野黑,200+,400
华为（HUAWEI）Mate70pro 24期免息可选 2026新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 玄武灰【12GB+256GB】荣耀X60Pro 蓝牙套装版【1,2262.0,400+,理妙实手机专营店,10203572405739.0,"['6600毫安电池', '一亿像素AI影像', '十面抗摔防水', '大电池续航', '十面抗摔', 'AI影像', '防水设计', '一亿像素']",玄武灰【12GB+256GB】荣耀X60Pro,200+,400
HUAWV官方正品 P70Pro手机2026新款上市16+1T内存7900大电池长续航5G全网通学生老人性价比千元机快充 冰晶蓝 豪华版：16+1024G 【全新未拆封+送豪华礼品+质保三年】,2399.0,400+,熊猫专营店,10175310932429.0,"['100+手机达人已买', '全新原装未拆封']",冰晶蓝,200+,400
华为新品5G手机 2025智选新机上市 80pro 24期免息 6100mAh长续航红外遥控昆仑玻璃华为补贴手机mate80 星空黑【24GB(12+12)+512GB】 豪礼套装 | 365天只换不,2796.0,400+,德凯英顿手机专营店,10186192915515.0,"['巨鲸续航', '红外遥控', '快充技术', '防水防尘']",星空黑【24GB(12+12)+512GB】,200+,400
华为（HUAWEI）nova 15 Pro 华为手机新品上市 麒麟9系芯片 前后红枫影像 鸿蒙AI 超动态臻彩护眼屏鸿蒙智能手机 零度白 12GB+256GB 官方标配,3449.0,400+,华为大鹏专卖店,10205546607753.0,,零度白,200+,400
华为（HUAWEI）手机华为Mate70Pro 24期免息可选 2025新机X70金标十面抗摔 8300mAh青海湖电池 IP69防水 护眼 月影白 12GB+256GB【荣耀X70】 24期免息【1,2399.0,400+,越尔庆手机专营店,10203054367026.0,,月影白 12GB+256GB【荣耀X70】,200+,400
华为（HUAWEI）Mate70pro 24期免息可选 2026新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 天海清【12GB+256GB】荣耀X60Pro 24期免息【1,2672.0,400+,理妙实手机专营店,10203572405735.0,"['6600毫安电池', '一亿像素AI影像', '十面抗摔防水', '大电池续航', '防水防摔', 'AI影像', '高频PWM', 'NFC功能', '一亿像素']",天海清【12GB+256GB】荣耀X60Pro,200+,400
华为（HUAWEI）Mate70pro 24期免息可选 2026新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 典雅黑【12GB+256GB】荣耀X60Pro 24期免息【1,2672.0,400+,理妙实手机专营店,10203572405738.0,"['十面抗摔防水', '大电池续航', '一亿像素AI影像', '6600毫安电池']",典雅黑【12GB+256GB】荣耀X60Pro,200+,400
华为（HUAWEI）Mate70pro 24期免息可选 2026新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 燃橙色【12GB+256GB】【荣耀X60Pro】 12期免息,2462.0,400+,理妙实手机专营店,10203572405731.0,"['6600毫安电池', '一亿像素AI影像', '十面抗摔防水', '大电池续航', 'FHD+屏幕', '十面抗摔', 'NFC功能', 'AI影像技术', '防水设计', '一亿像素']",燃橙色【12GB+256GB】【荣耀X60Pro】,200+,400
HUAWV官方正品 P70Pro手机2026新款上市16+1T内存7900大电池长续航5G全网通学生老人性价比千元机快充 羽砂黑 旗舰版：12+256G 【全新未拆封+送豪华礼品+质保三年】,1799.0,400+,熊猫专营店,10151378304849.0,"['1千+手机达人加购', '4千+手机达人浏览']",羽砂黑,200+,400
华为（HUAWEI）Mate70pro 24期免息可选 2026新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 典雅黑【12GB+256GB】荣耀X60Pro 蓝牙套装版【1,2262.0,400+,理妙实手机专营店,10203572405736.0,"['一亿像素', '512GB存储', '大电池续航', '防水设计']",典雅黑【12GB+256GB】荣耀X60Pro,200+,400
华为新品5G手机 2025智选新机上市 80pro 24期免息 6100mAh长续航红外遥控昆仑玻璃华为补贴手机mate80 星空黑【20GB(8+12)+256GB】 豪礼套装 | 365天只换不修,2499.0,400+,德凯英顿手机专营店,10186192915497.0,"['红外遥控', '超长续航', '快充技术', '巨鲸续航']",星空黑【20GB(8+12)+256GB】,200+,400
华为（HUAWEI）手机 华为畅享80s 2025新机上市 红外遥控 鸿蒙系统5G全网通 抗摔防水 大电池 超级快充长续航  （8+8）16GB+256GB 曜石黑 24期 免息【赠1年碎屏险+2年店铺延保】,1439.0,300+,全亮手机专营店,10212215044467.0,,（8+8）16GB+256GB 曜石黑,200+,300
华为（HUAWEI）华为手机Mate70pro 24期免息可选 2025新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 玄武灰【12GB+256GB】[荣耀x60pro] 蓝,2262.0,300+,理妙实手机专营店,10206834951402.0,"['AI影像5G手机', '大电池一亿像素', '十面抗摔防水', '十面抗摔', 'AI影像', '防水设计', '12GB内存', '6600mAh', '一亿像素', 'OLED曲面']",玄武灰【12GB+256GB】[荣耀x60pro],200+,300
华为（HUAWEI）华为手机mate70 Pro 24期【免息】可选 2025新机x70金标 8300mAh青海湖电池 十面抗摔 ip69防水NFC 竹韵青 12GB+512GB [荣耀X70] 蓝牙,2199.0,300+,理妙实手机专营店,10203559321826.0,"['ip69防水', '8300大电池', '十面抗摔NFC', 'FHD+显示', 'OLED直屏', 'IP69防护', '三防标准', 'IP69防水']",竹韵青 12GB+512GB [荣耀X70],200+,300
华为5G智选手机华为80pro【国家补贴】2025新机上市 24期免息 6100mAh续航 十倍耐摔 补贴华为mate80 24GB(12+12)+512GB星空黑 耳机套装版【赠1年延保+季度碎屏险,2416.0,300+,迪旺手机专营店,10211027867259.0,"['大电池长续航', '昆仑玻璃十倍耐摔', 'OLED 护眼屏']",24GB(12+12)+512GB星空黑,34,300
华为（HUAWEI）华为手机Mate70pro 24期免息可选 2025新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 典雅黑【12GB+256GB】[荣耀x60pro] 蓝,2262.0,300+,理妙实手机专营店,10206834951399.0,"['AI影像5G手机', '大电池一亿像素', '十面抗摔防水', '十面抗摔', 'AI影像', '防水设计', '6600mAh', '一亿像素', 'OLED曲面']",典雅黑【12GB+256GB】[荣耀x60pro],200+,300
华为（HUAWEI）华为手机Mate70pro 24期免息可选 2025新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 天海清【8GB+256GB】[荣耀x60pro] 蓝牙,1959.0,300+,理妙实手机专营店,10206834951384.0,"['AI影像5G手机', '大电池一亿像素', '十面抗摔防水', 'FHD+屏幕', '十面抗摔', 'AI影像', '防水设计', '6600mAh', '8GB内存', '一亿像素']",天海清【8GB+256GB】[荣耀x60pro],200+,300
vivo手机X300 pro 新品上市 16GB+512GB 24分期免息可选y500超抗摔护眼直屏 AI手机 16GB+512GB 龙晶紫【12GB+512GB】晒单赠蓝牙耳机 蓝牙套装版【180天,2989.0,300+,理妙实手机专营店,10207549218049.0,"['ip69防水', '大屏AI手机', '超抗摔护眼直屏', '防水防尘', '潜望长焦', '轻薄设计', '超抗摔屏', '护眼直屏', '超大内存']",龙晶紫【12GB+512GB】晒单赠蓝牙耳机,200+,300
华为手机2025新机上市 鸿蒙智选5G手机80 Pro 大电池长续航 昆仑玻璃护眼 防水防尘 抗跌耐摔补贴Ma te 星空黑 12GB+512GB 12期免息【180天只换不修+三年质保+碎屏险】,2098.0,300+,泓朗手机通讯专营店,10170196189435.0,,星空黑 12GB+512GB,200+,300
华为5G智选手机华为80pro【国家补贴】2025新机上市 24期免息 6100mAh续航 十倍耐摔 补贴华为mate80 24GB(12+12)+512GB星空黑 12期白条【赠1年延保+季度碎屏险,2652.0,300+,迪旺手机专营店,10211027867260.0,"['OLED 护眼屏', '昆仑玻璃十倍耐摔', '大电池长续航']",24GB(12+12)+512GB星空黑,34,300
华为新机2026上市 畅享80plus,2288.0,300+,京浩手机专营店,10208816910592.0,"['快充技术', '高内存配置', '流畅运行', '耐摔防水']",【幻夜黑】24(12+12)+512【同款低价】,200+,300
华为手机2025新机上市鸿蒙5G智选新品80Pro 手机华为 昆仑玻璃护眼屏 超窄边框防水防尘 补贴Mate80pro 星空黑 12GB+512GB 24期免息【180天只换不修+三年质保+碎屏险】,2662.0,300+,越尔庆手机专营店,10205430504877.0,"['轻薄机身', '防水防尘', '超窄边框', '高频PWM', '昆仑玻璃']",星空黑 12GB+512GB,200+,300
华为（HUAWEI）华为手机mate70 Pro 24期【免息】可选 2025新机x70金标 8300mAh青海湖电池 十面抗摔 ip69防水NFC 幻夜黑 12GB+512GB [荣耀X70] 24,2599.0,300+,理妙实手机专营店,10203559321825.0,"['8300mAh电池', '高频PWM', '12GB内存', '5000万像素']",幻夜黑 12GB+512GB [荣耀X70],200+,300
华为（HUAWEI）华为手机Mate70pro 24期免息可选 2025新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 玄武灰【12GB+512GB】荣耀x60pro 24期,3199.0,300+,理妙实手机专营店,10206834951416.0,"['AI影像5G手机', '大电池一亿像素', '十面抗摔防水', 'AI影像', '十面抗摔', '防水设计', 'OLED曲面', '6600mAh', '一亿像素']",玄武灰【12GB+512GB】荣耀x60pro,200+,300
OPPO  Find X9 旗舰手机 4K超清实况照片 7025mAh大电池 天玑9500 旗舰手机 全网通5G 霜白 12GB+256GB,4399.0,300+,炜东电商旗舰店,10189949342378.0,"['1万+手机达人加购', '400+店铺粉丝浏览', '旗舰']",霜白,200+,300
华为Mate80pro版本选购24期【免息】鸿蒙新品手机70X 活力 2026上市一键北斗大电池长续航五星抗摔补贴 【曜金黑 512GB】 官方标配【180天只换不修+三年质保+碎屏险】,2368.0,300+,和质点手机专营店,10177949098519.0,"['五星抗摔', 'IP64防护', '大电池续航', '一键北斗']",【曜金黑 512GB】,200+,300
华为5G智选手机华为80pro【国家补贴】2025新机上市 24期免息 6100mAh续航 十倍耐摔 补贴华为mate80 24GB(12+12)+512GB星空黑 24期白条【赠1年延保+季度碎屏险,2886.0,300+,迪旺手机专营店,10211027867261.0,"['OLED 护眼屏', '昆仑玻璃十倍耐摔', '大电池长续航']",24GB(12+12)+512GB星空黑,34,300
华为5G智选手机华为80pro【国家补贴】2025新机上市 24期免息 6100mAh续航 十倍耐摔 补贴华为mate80 20GB(8+12)+256GB星空黑 耳机套装版【赠1年延保+季度碎屏险】,1946.0,300+,迪旺手机专营店,10211027867241.0,"['OLED 护眼屏', '昆仑玻璃十倍耐摔', '大电池长续航', '大容量存储', '十倍耐摔', '大屏显示', '大气外观', '超长续航', '红外遥控']",20GB(8+12)+256GB星空黑,34,300
华为（HUAWEI）华为手机mate70 Pro 24期【免息】可选 2025新机x70金标 8300mAh青海湖电池 十面抗摔 ip69防水NFC 月影白 12GB+512GB [荣耀X70] 12,2399.0,300+,理妙实手机专营店,10203559321821.0,"['ip69防水', '8300大电池', '十面抗摔NFC', '5000万像素', '12GB内存', 'OLED直屏', '三防标准', '高频PWM']",月影白 12GB+512GB [荣耀X70],200+,300
华为5G智选手机华为80pro【国家补贴】2025新机上市 24期免息 6100mAh续航 十倍耐摔 补贴华为mate80 20GB(8+12)+256GB星海蓝 耳机套装版【赠1年延保+季度碎屏险】,1946.0,300+,迪旺手机专营店,10211027867238.0,"['OLED直屏', 'IP65防护', '100W快充', '5000万像素']",20GB(8+12)+256GB星海蓝,34,300
